date,stock_code,stock_name,close,volume,turnover,ema20,ema60,ema120,signal_type,entry_date,d,r20,scenario,market_cap
2025-10-22,6669,緯穎,4065.0,2551092.0,103.7,3579.17,3218.97,2924.15,surge,2025-10-15,5,0.81,A,755442852000
2025-10-23,2408,南亞科,109.5,109837450.0,120.27,91.69,72.54,61.71,gap,2025-10-17,4,0.767,A,339299755050
2025-10-23,2344,華邦電,46.3,45232386.0,20.94,40.08,31.27,26.29,surge,2025-10-16,5,0.813,A,208350009260
2025-10-23,6669,緯穎,4105.0,1280341.0,52.56,3629.25,3248.02,2943.67,surge,2025-10-15,6,0.803,A,762876484000
2025-10-27,2408,南亞科,120.0,27957079.0,33.55,94.39,74.1,62.67,gap,2025-10-27,0,0.75,A,371835348000
2025-10-27,2344,華邦電,50.9,85726404.0,43.63,41.11,31.92,26.69,gap,2025-10-27,0,0.787,A,229050010180
2025-10-27,6669,緯穎,4055.0,1799097.0,72.95,3669.79,3274.48,2962.04,surge,2025-10-15,7,0.816,A,753584444000
2025-10-27,3231,緯創,146.5,59029376.0,86.48,139.37,128.61,122.05,gap,2025-09-30,16,0.849,A,465930401950
2025-10-28,2408,南亞科,130.0,220692840.0,286.9,97.78,75.93,63.79,surge,2025-10-28,0,0.707,A,402821627000
2025-10-28,2344,華邦電,54.0,98212499.0,53.03,42.34,32.64,27.15,gap,2025-10-27,1,0.745,A,243000010800
2025-10-28,6669,緯穎,4085.0,1099104.0,44.9,3709.34,3301.06,2980.6,surge,2025-10-15,8,0.813,A,759159668000
2025-10-28,3231,緯創,148.0,52348830.0,77.48,140.19,129.24,122.48,gap,2025-09-30,17,0.845,A,470701020400
2025-10-29,2449,京元電子,207.0,58898222.0,121.92,177.35,158.03,140.66,gap,2025-10-29,0,0.834,A,253108235700
2025-10-29,2408,南亞科,133.0,194530568.0,258.73,101.13,77.8,64.93,surge,2025-10-28,1,0.697,A,412117510700
2025-10-29,2344,華邦電,54.0,70726750.0,38.19,43.45,33.34,27.59,gap,2025-10-27,2,0.75,A,243000010800
2025-10-29,2317,鴻海,260.0,125297120.0,325.77,232.0,212.59,196.92,surge,2025-10-16,8,0.845,A,3640884832000
2025-10-29,6669,緯穎,4110.0,950661.0,39.07,3747.5,3327.58,2999.27,surge,2025-10-15,9,0.814,A,763805688000
2025-10-29,3231,緯創,152.5,68151885.0,103.93,141.36,130.01,122.97,gap,2025-09-30,18,0.831,A,485012875750
2025-10-30,2408,南亞科,134.5,174638893.0,234.89,104.31,79.66,66.08,surge,2025-10-28,2,0.696,A,416765452550
2025-10-30,2344,華邦電,55.2,74032183.0,40.87,44.57,34.06,28.05,gap,2025-10-27,3,0.741,A,248400011040
2025-10-30,2317,鴻海,262.0,108445874.0,284.13,234.86,214.21,197.99,surge,2025-10-16,9,0.835,A,3668891638400
2025-10-30,6669,緯穎,4300.0,2392100.0,102.86,3800.12,3359.46,3020.77,surge,2025-10-15,10,0.784,A,799115440000
2025-10-30,3231,緯創,155.0,76208641.0,118.12,142.66,130.82,123.5,gap,2025-09-30,19,0.826,A,492963906500
2025-10-31,1519,華城,715.0,12447108.0,89.0,606.37,593.85,580.62,surge,2025-10-31,0,0.818,A,225854772000
2025-10-31,2449,京元電子,217.0,61053840.0,132.49,183.33,161.39,142.93,gap,2025-10-29,2,0.802,A,265335686700
2025-10-31,2408,南亞科,132.5,124717002.0,165.25,107.0,81.4,67.18,surge,2025-10-28,3,0.717,A,410568196750
2025-10-31,2344,華邦電,54.2,57761731.0,31.31,45.49,34.72,28.48,gap,2025-10-27,4,0.766,A,243900010840
2025-10-31,2317,鴻海,257.5,63119828.0,162.53,237.01,215.63,198.97,surge,2025-10-16,10,0.85,A,3605876324000
2025-10-31,6669,緯穎,4365.0,1371117.0,59.85,3853.91,3392.43,3042.99,surge,2025-10-15,11,0.78,A,811195092000
2025-11-03,1519,華城,786.0,16158888.0,127.01,623.48,600.15,584.02,gap,2025-11-03,0,0.752,A,248282308800
2025-11-03,2449,京元電子,224.0,41412619.0,92.76,187.21,163.45,144.27,gap,2025-10-29,3,0.779,A,273894902400
2025-11-03,2408,南亞科,137.0,169158183.0,231.75,109.85,83.22,68.33,surge,2025-10-28,4,0.703,A,424512022300
2025-11-03,2383,台光電,1410.0,5890498.0,83.06,1233.7,1179.32,1062.47,surge,2025-10-28,4,0.838,A,505232751000
2025-11-03,2344,華邦電,56.6,68487857.0,38.76,46.54,35.44,28.94,gap,2025-10-27,5,0.742,A,254700011320
2025-11-03,6669,緯穎,4315.0,1255054.0,54.16,3897.83,3422.68,3064.01,surge,2025-10-15,12,0.792,A,801903052000
2025-11-04,1519,華城,772.0,18118770.0,139.88,637.62,605.79,587.12,gap,2025-11-03,1,0.767,A,243859977600
2025-11-04,2449,京元電子,214.0,35068048.0,75.05,189.76,165.1,145.43,gap,2025-10-29,4,0.818,A,261667451400
2025-11-04,2408,南亞科,131.5,152507836.0,200.55,111.91,84.8,69.38,surge,2025-10-28,5,0.743,A,407469568850
2025-11-04,2383,台光電,1470.0,8531291.0,125.41,1256.2,1188.85,1069.2,surge,2025-10-28,5,0.802,A,526732017000
2025-11-04,2344,華邦電,53.3,41115669.0,21.91,47.19,36.02,29.35,gap,2025-10-27,6,0.799,A,239850010660
2025-11-04,6669,緯穎,4300.0,934224.0,40.17,3936.13,3451.44,3084.44,surge,2025-10-15,13,0.799,A,799115440000
2025-11-05,1519,華城,785.0,9688689.0,76.06,651.66,611.66,590.39,gap,2025-11-03,2,0.756,A,247966428000
2025-11-05,2449,京元電子,220.5,35493875.0,78.26,192.69,166.92,146.67,gap,2025-10-29,5,0.797,A,269615294550
2025-11-05,2408,南亞科,138.0,244967950.0,338.06,114.4,86.55,70.51,surge,2025-10-28,6,0.717,A,427610650200
2025-11-05,2383,台光電,1440.0,6133541.0,88.32,1273.71,1197.08,1075.33,surge,2025-10-28,6,0.812,A,515982384000
2025-11-05,2344,華邦電,56.0,47931403.0,26.84,48.03,36.68,29.79,gap,2025-10-27,7,0.77,A,252000011200
2025-11-05,6669,緯穎,4165.0,2070735.0,86.25,3957.93,3474.84,3102.3,surge,2025-10-15,14,0.829,A,774026932000
2025-11-06,2408,南亞科,148.0,276959366.0,409.9,117.6,88.56,71.79,surge,2025-11-06,0,0.756,A,458596929200
2025-11-06,2344,華邦電,59.0,40871416.0,24.11,49.07,37.41,30.27,gap,2025-11-06,0,0.81,A,265500011800
2025-11-06,1519,華城,765.0,2119821.0,16.22,662.45,616.69,593.28,gap,2025-11-03,3,0.778,A,241648812000
2025-11-06,2449,京元電子,217.5,30246229.0,65.79,195.05,168.58,147.84,gap,2025-10-29,6,0.81,A,265947059250
2025-11-06,2383,台光電,1450.0,3601162.0,52.22,1290.5,1205.38,1081.52,surge,2025-10-28,7,0.8,A,519565595000
2025-11-06,6669,緯穎,4320.0,1547202.0,66.84,3992.41,3502.55,3122.43,surge,2025-10-15,15,0.799,A,802832256000
2025-11-07,2408,南亞科,147.0,233103202.0,342.66,120.4,90.48,73.04,surge,2025-11-06,1,0.769,A,455498301300
2025-11-07,2344,華邦電,58.1,22850042.0,13.28,49.93,38.09,30.73,gap,2025-11-06,1,0.827,A,261450011620
2025-11-07,1519,華城,746.0,1587408.0,11.84,670.41,620.93,595.81,gap,2025-11-03,4,0.8,A,235647076800
2025-11-07,2449,京元電子,213.5,20904119.0,44.63,196.81,170.05,148.92,gap,2025-10-29,7,0.826,A,261056078850
2025-11-07,2383,台光電,1370.0,4626964.0,63.39,1298.07,1210.77,1086.29,surge,2025-10-28,8,0.842,A,490899907000
2025-11-07,6669,緯穎,4075.0,2614108.0,106.52,4000.28,3521.32,3138.18,surge,2025-10-15,16,0.843,A,757301260000
2025-11-10,2408,南亞科,161.5,180212057.0,291.04,124.31,92.81,74.5,surge,2025-11-10,0,0.728,A,500428405850
2025-11-10,2344,華邦電,63.9,32006484.0,20.45,51.26,38.93,31.28,surge,2025-11-10,0,0.774,A,287550012780
2025-11-10,3443,創意,1890.0,7066462.0,133.56,1587.55,1438.22,1348.45,gap,2025-11-10,0,0.825,A,253282491000
2025-11-10,1519,華城,770.0,1144535.0,8.81,679.9,625.82,598.68,gap,2025-11-03,5,0.777,A,243228216000
2025-11-10,2449,京元電子,217.0,24783461.0,53.78,198.73,171.59,150.05,gap,2025-10-29,8,0.814,A,265335686700
2025-11-10,2383,台光電,1360.0,2695273.0,36.66,1303.97,1215.67,1090.82,surge,2025-10-28,9,0.845,A,487316696000
2025-11-10,2317,鴻海,249.5,51628691.0,128.81,241.65,221.37,203.58,surge,2025-10-16,16,0.849,A,3493849098400
2025-11-10,6669,緯穎,4295.0,3458483.0,148.54,4028.34,3546.68,3157.3,surge,2025-10-15,17,0.8,A,798186236000
2025-11-11,2408,南亞科,164.5,286107518.0,470.65,128.14,95.16,75.99,surge,2025-11-10,1,0.721,A,509724289550
2025-11-11,2344,華邦電,64.5,43521354.0,28.07,52.52,39.77,31.83,surge,2025-11-10,1,0.772,A,290250012900
2025-11-11,3443,創意,1910.0,8542879.0,163.17,1618.26,1453.69,1357.74,gap,2025-11-10,1,0.817,A,255962729000
2025-11-11,1519,華城,758.0,1193090.0,9.04,687.33,630.15,601.32,gap,2025-11-03,6,0.793,A,239437646400
2025-11-11,2368,金像電,498.5,20960999.0,104.49,453.3,428.57,386.38,gap,2025-10-31,7,0.829,A,254498656650
2025-11-11,2449,京元電子,213.0,21376150.0,45.53,200.09,172.95,151.09,gap,2025-10-29,9,0.829,A,260444706300
2025-11-11,2317,鴻海,246.5,50821377.0,125.27,242.11,222.19,204.29,surge,2025-10-16,17,0.846,A,3451838888800
2025-11-12,2368,金像電,548.0,5759369.0,31.56,462.32,432.49,389.05,gap,2025-11-12,0,0.801,A,279769837200
2025-11-12,1303,南亞,49.8,174611856.0,86.96,42.8,40.75,38.64,surge,2025-11-12,0,0.844,A,394954915680
2025-11-12,2408,南亞科,163.0,192259424.0,313.38,131.46,97.38,77.42,surge,2025-11-10,2,0.735,A,505076347700
2025-11-12,2344,華邦電,64.8,23237650.0,15.06,53.69,40.59,32.37,surge,2025-11-10,2,0.774,A,291600012960
2025-11-12,3443,創意,1885.0,4496509.0,84.76,1643.66,1467.83,1366.45,gap,2025-11-10,2,0.83,A,252612431500
2025-11-12,1519,華城,765.0,711087.0,5.44,694.73,634.57,604.02,gap,2025-11-03,7,0.791,A,241648812000
2025-11-12,2449,京元電子,210.5,14744014.0,31.04,201.08,174.18,152.07,gap,2025-10-29,10,0.842,A,257387843550
2025-11-12,2383,台光電,1345.0,6163802.0,82.9,1309.26,1223.22,1098.74,surge,2025-10-28,11,0.843,A,481941879500
2025-11-12,2317,鴻海,251.0,65085447.0,163.36,242.96,223.14,205.06,surge,2025-10-16,18,0.822,A,3514854203200
2025-11-13,1303,南亞,53.8,336947705.0,181.28,43.85,41.18,38.89,surge,2025-11-13,0,0.79,A,426678202080
2025-11-13,2368,金像電,567.0,25916962.0,146.95,472.29,436.9,391.99,gap,2025-11-12,1,0.777,A,289469886300
2025-11-13,2408,南亞科,163.5,363056591.0,593.6,134.51,99.55,78.85,surge,2025-11-10,3,0.744,A,506625661650
2025-11-13,2344,華邦電,64.2,32553424.0,20.9,54.69,41.37,32.9,surge,2025-11-10,3,0.79,A,288900012840
2025-11-13,3443,創意,1875.0,2946952.0,55.26,1665.69,1481.18,1374.86,gap,2025-11-10,3,0.838,A,251272312500
2025-11-13,1519,華城,745.0,1008586.0,7.51,699.52,638.19,606.35,gap,2025-11-03,8,0.818,A,235331196000
2025-11-13,2449,京元電子,215.5,18763815.0,40.44,202.45,175.53,153.12,gap,2025-10-29,11,0.831,A,263501569050
2025-11-13,2383,台光電,1375.0,3322593.0,45.69,1315.52,1228.19,1103.31,surge,2025-10-28,12,0.822,A,492691512500
2025-11-13,2317,鴻海,252.0,90541908.0,228.17,243.82,224.08,205.83,surge,2025-10-16,19,0.819,A,3528857606400
2025-11-14,1303,南亞,55.6,235389305.0,130.88,44.97,41.65,39.17,surge,2025-11-13,1,0.767,A,440953680960
2025-11-14,2368,金像電,544.0,12361628.0,67.25,479.12,440.41,394.51,gap,2025-11-12,2,0.812,A,277727721600
2025-11-14,2408,南亞科,158.5,219349095.0,347.67,136.8,101.48,80.16,surge,2025-11-10,4,0.782,A,491132522150
2025-11-14,3443,創意,1880.0,3327596.0,62.56,1686.1,1494.26,1383.21,gap,2025-11-10,4,0.839,A,251942372000
2025-11-14,1519,華城,722.0,1116653.0,8.06,701.66,640.94,608.27,gap,2025-11-03,9,0.849,A,228065937600
2025-11-14,2383,台光電,1380.0,4781594.0,65.99,1321.66,1233.17,1107.88,surge,2025-10-28,13,0.818,A,494483118000
2025-11-17,2344,華邦電,66.2,45241959.0,29.95,56.27,42.78,33.89,gap,2025-11-17,0,0.828,A,297900013240
2025-11-17,1303,南亞,56.5,216309874.0,122.22,46.07,42.14,39.46,surge,2025-11-13,2,0.756,A,448091420400
2025-11-17,2368,金像電,537.0,12112596.0,65.04,484.63,443.57,396.86,gap,2025-11-12,3,0.826,A,274154019300
2025-11-17,2408,南亞科,166.5,188655297.0,314.11,139.63,103.61,81.59,surge,2025-11-10,5,0.756,A,515921545350
2025-11-17,3443,創意,1940.0,6002769.0,116.45,1710.28,1508.87,1392.41,gap,2025-11-10,5,0.817,A,259983086000
2025-11-17,1519,華城,738.0,617266.0,4.56,705.12,644.12,610.41,gap,2025-11-03,10,0.833,A,233120030400
2025-11-17,2449,京元電子,213.5,30242060.0,64.57,204.03,177.82,155.02,gap,2025-10-29,13,0.846,A,261056078850
2025-11-17,2383,台光電,1450.0,5649057.0,81.91,1333.88,1240.28,1113.54,surge,2025-10-28,14,0.777,A,519565595000
2025-11-18,1303,南亞,57.3,237895796.0,136.31,47.14,42.63,39.75,surge,2025-11-13,3,0.746,A,454436077680
2025-11-18,2408,南亞科,160.5,192854043.0,309.53,141.61,105.48,82.89,surge,2025-11-10,6,0.794,A,497329777950
2025-11-18,2383,台光電,1350.0,4537549.0,61.26,1335.42,1243.88,1117.45,surge,2025-10-28,15,0.838,A,483733485000
2025-11-19,1303,南亞,53.8,141242686.0,75.99,47.77,43.0,39.98,surge,2025-11-13,4,0.795,A,426678202080
2025-11-19,2408,南亞科,160.0,153622899.0,245.8,143.36,107.27,84.17,surge,2025-11-10,7,0.806,A,495780464000
2025-11-19,3443,創意,1900.0,3117620.0,59.23,1742.11,1533.15,1408.56,gap,2025-11-10,7,0.84,A,254622610000
2025-11-19,1519,華城,750.0,1152161.0,8.64,709.56,649.59,614.29,gap,2025-11-03,12,0.827,A,236910600000
2025-11-20,2368,金像電,574.0,15605248.0,89.57,498.11,452.28,403.58,gap,2025-11-20,0,0.83,A,293043588600
2025-11-20,1303,南亞,56.6,187213322.0,105.96,48.61,43.45,40.26,surge,2025-11-13,5,0.757,A,448884502560
2025-11-20,2408,南亞科,155.5,405613000.0,630.73,144.52,108.85,85.35,surge,2025-11-10,8,0.842,A,481836638450
2025-11-20,3443,創意,1965.0,5355055.0,105.23,1763.34,1547.31,1417.76,gap,2025-11-10,8,0.809,A,263333383500
2025-11-20,1519,華城,739.0,7500722.0,55.43,712.36,652.52,616.35,gap,2025-11-03,13,0.843,A,233435911200
2025-11-21,1303,南亞,52.5,87722137.0,46.05,48.98,43.74,40.46,surge,2025-11-13,6,0.817,A,416368134000
2025-11-24,1303,南亞,54.8,89940447.0,49.29,49.54,44.1,40.7,surge,2025-11-13,7,0.782,A,434609023680
2025-11-25,3443,創意,2175.0,6955259.0,151.28,1827.97,1590.89,1446.33,surge,2025-11-25,0,0.808,A,291475882500
2025-11-25,2368,金像電,594.0,21699345.0,128.89,514.9,462.71,411.29,surge,2025-11-25,0,0.84,A,303254166600
2025-11-25,1303,南亞,52.4,126477283.0,66.27,49.81,44.38,40.89,surge,2025-11-13,8,0.817,A,415575051840
2025-11-26,3443,創意,2170.0,5044569.0,109.47,1860.55,1609.88,1458.29,surge,2025-11-25,1,0.816,A,290805823000
2025-11-26,2368,金像電,610.0,23847965.0,145.47,523.95,467.54,414.57,surge,2025-11-25,1,0.825,A,311422629000
2025-11-26,1303,南亞,51.1,68850257.0,35.18,49.93,44.6,41.06,surge,2025-11-13,9,0.839,A,405264983760
2025-11-27,3443,創意,2135.0,4284476.0,91.47,1886.68,1627.1,1469.47,surge,2025-11-25,2,0.838,A,286115406500
2025-11-27,2368,金像電,627.0,18674852.0,117.09,533.77,472.77,418.09,surge,2025-11-25,2,0.81,A,320101620300
2025-11-28,1303,南亞,59.0,252999258.0,149.27,51.34,45.44,41.6,surge,2025-11-27,1,0.832,A,467918474400
2025-11-28,3443,創意,2260.0,4335823.0,97.99,1922.24,1647.85,1482.54,surge,2025-11-25,3,0.8,A,302866894000
2025-11-28,2368,金像電,633.0,10583556.0,66.99,543.22,478.02,421.64,surge,2025-11-25,3,0.81,A,323164793700
2025-12-01,1303,南亞,61.1,234435298.0,143.24,52.27,45.95,41.92,surge,2025-11-27,2,0.81,A,484573199760
2025-12-01,3443,創意,2185.0,3064042.0,66.95,1947.26,1665.46,1494.15,surge,2025-11-25,4,0.836,A,292816001500
2025-12-01,2368,金像電,622.0,17609699.0,109.53,550.72,482.74,424.95,surge,2025-11-25,4,0.829,A,317548975800
2025-12-02,1303,南亞,64.4,234676835.0,151.13,53.42,46.56,42.3,surge,2025-11-27,3,0.776,A,510744911040
2025-12-02,3443,創意,2170.0,2456404.0,53.3,1968.48,1682.0,1505.32,surge,2025-11-25,5,0.849,A,290805823000
2025-12-03,1303,南亞,67.7,262513069.0,177.72,54.78,47.25,42.72,surge,2025-11-27,4,0.746,A,536916622320
2025-12-04,1303,南亞,63.4,224384126.0,142.26,55.6,47.78,43.06,surge,2025-11-27,5,0.806,A,502814089440
2025-12-05,1303,南亞,63.4,91640083.0,58.1,56.34,48.29,43.39,surge,2025-11-27,6,0.817,A,502814089440
2025-12-05,2454,聯發科,1425.0,7989290.0,113.85,1321.84,1316.99,1329.31,surge,2025-11-26,7,0.847,B,2285574885000
2025-12-08,1303,南亞,63.4,106385560.0,67.45,57.02,48.79,43.72,surge,2025-11-27,7,0.828,A,502814089440
2025-12-08,2454,聯發科,1440.0,6112182.0,88.02,1333.09,1321.03,1331.14,surge,2025-11-26,8,0.835,B,2309633568000
2025-12-09,2344,華邦電,71.3,595084386.0,424.3,59.41,49.57,39.76,surge,2025-12-08,1,0.828,A,320850014260
2025-12-09,2454,聯發科,1420.0,5330190.0,75.69,1341.37,1324.27,1332.61,surge,2025-11-26,9,0.844,B,2277555324000
2025-12-10,2454,聯發科,1460.0,9199887.0,134.32,1352.67,1328.72,1334.71,surge,2025-11-26,10,0.818,B,2341711812000
2025-12-12,2344,華邦電,74.6,543798403.0,405.67,62.26,51.53,41.25,surge,2025-12-12,0,0.806,A,335700014920
2025-12-12,2345,智邦,1155.0,5584329.0,64.5,1026.26,997.1,943.29,surge,2025-12-10,2,0.847,A,648091174500
2025-12-12,2454,聯發科,1405.0,5427610.0,76.26,1361.3,1333.33,1336.85,surge,2025-11-26,12,0.841,B,2253496641000
2025-12-12,3443,創意,2275.0,3942560.0,89.69,2084.54,1797.32,1588.74,surge,2025-11-25,13,0.841,A,304877072500
2025-12-15,2345,智邦,1210.0,9081714.0,109.89,1041.45,997.24,982.28,surge,2025-12-10,3,0.809,A,678952659000
2025-12-15,2454,聯發科,1420.0,10012197.0,142.17,1356.04,1267.97,1231.02,surge,2025-11-26,13,0.827,A,2277555324000
2025-12-16,2345,智邦,1160.0,8153657.0,94.58,1052.74,1002.58,985.22,surge,2025-12-10,4,0.842,A,650896764000
2025-12-16,2454,聯發科,1420.0,9341946.0,132.66,1362.13,1272.96,1234.14,surge,2025-11-26,14,0.821,A,2277555324000
2025-12-17,2344,華邦電,73.9,454004106.0,335.51,64.97,60.59,59.13,surge,2025-12-12,3,0.808,A,332550014780
2025-12-17,2345,智邦,1185.0,6644754.0,78.74,1065.33,1008.56,988.52,surge,2025-12-10,5,0.828,A,664924711500
2025-12-17,2454,聯發科,1425.0,9223276.0,131.43,1368.11,1277.94,1237.29,surge,2025-11-26,15,0.818,A,2285574885000
2025-12-18,2344,華邦電,74.5,531280423.0,395.8,65.88,61.04,59.38,surge,2025-12-12,4,0.802,A,335250014900
2025-12-18,2345,智邦,1180.0,4629909.0,54.63,1076.25,1014.18,991.69,surge,2025-12-10,6,0.835,A,662119122000
2025-12-18,2454,聯發科,1420.0,5601522.0,79.54,1373.06,1282.6,1240.31,surge,2025-11-26,16,0.821,A,2277555324000
2025-12-19,2345,智邦,1175.0,6311693.0,74.16,1085.66,1019.45,994.72,surge,2025-12-10,7,0.841,A,659313532500
2025-12-19,2454,聯發科,1410.0,8310030.0,117.17,1376.57,1286.78,1243.12,surge,2025-11-26,17,0.823,A,2261516202000
2025-12-19,2383,台光電,1550.0,2430074.0,37.67,1510.85,1479.3,1466.24,surge,2025-11-25,18,0.848,A,555397705000
2025-12-22,2344,華邦電,73.1,238544600.0,174.38,67.03,61.76,59.8,surge,2025-12-12,6,0.826,A,328950014620
2025-12-22,2454,聯發科,1400.0,6073797.0,85.03,1378.81,1290.49,1245.71,surge,2025-11-26,18,0.834,A,2245477080000
2025-12-22,2383,台光電,1600.0,2386851.0,38.19,1519.34,1483.26,1468.45,surge,2025-11-25,19,0.825,A,573313760000
2025-12-22,2368,金像電,650.0,12059991.0,78.39,604.49,599.48,597.18,surge,2025-11-25,19,0.831,A,331843785000
2025-12-23,2344,華邦電,73.0,155196257.0,113.29,67.6,62.13,60.02,surge,2025-12-12,7,0.833,A,328500014600
2025-12-23,2345,智邦,1185.0,3032302.0,35.93,1102.39,1029.66,1000.71,surge,2025-12-10,9,0.844,A,664924711500
2025-12-24,2408,南亞科,189.0,118963502.0,224.84,163.93,152.93,148.68,surge,2025-12-24,0,0.838,A,585640673100
2025-12-24,2344,華邦電,76.9,321347803.0,247.12,68.49,62.62,60.3,surge,2025-12-12,8,0.795,A,346050015380
2025-12-24,2345,智邦,1190.0,4707677.0,56.02,1110.73,1034.91,1003.84,surge,2025-12-10,10,0.843,A,667730301000
2025-12-26,2408,南亞科,189.0,78418819.0,148.21,166.31,154.11,149.35,surge,2025-12-24,1,0.844,A,585640673100
2025-12-26,2344,華邦電,76.5,274963547.0,210.35,69.25,63.07,60.57,surge,2025-12-12,9,0.808,A,344250015300
2025-12-26,2345,智邦,1215.0,2702035.0,32.83,1120.66,1040.82,1007.33,surge,2025-12-10,11,0.827,A,681758248500
2025-12-29,2344,華邦電,76.9,166636334.0,128.14,69.98,63.52,60.84,surge,2025-12-12,10,0.81,A,346050015380
2025-12-29,2345,智邦,1215.0,3297684.0,40.07,1129.65,1046.53,1010.76,surge,2025-12-10,12,0.824,A,681758248500
2025-12-30,2344,華邦電,83.7,405326803.0,339.26,71.28,64.19,61.22,surge,2025-12-30,0,0.823,A,376650016740
2025-12-30,2408,南亞科,194.5,152110265.0,295.85,170.91,156.53,150.73,surge,2025-12-24,3,0.829,A,602683126550
2025-12-30,2345,智邦,1190.0,2071470.0,24.65,1135.39,1051.23,1013.73,surge,2025-12-10,13,0.838,A,667730301000
2025-12-31,2344,華邦電,82.6,340682906.0,281.4,72.36,64.79,61.57,surge,2025-12-30,1,0.841,A,371700016520
2025-12-31,2408,南亞科,193.0,115478826.0,222.87,173.01,157.72,151.43,surge,2025-12-24,4,0.839,A,598035184700
2025-12-31,2345,智邦,1185.0,3320103.0,39.34,1140.12,1055.62,1016.56,surge,2025-12-10,14,0.839,A,664924711500
2026-01-02,2344,華邦電,90.8,414793767.0,376.63,74.12,65.64,62.05,surge,2026-01-02,0,0.787,A,408600018160
2026-01-02,2408,南亞科,207.0,138960869.0,287.65,176.25,159.34,152.35,surge,2026-01-02,0,0.82,A,641415975300
2026-01-02,2449,京元電子,267.5,57297864.0,153.27,229.65,218.09,212.64,surge,2026-01-02,0,0.841,A,327084314250
2026-01-05,3481,群創,19.9,536713013.0,106.81,14.86,13.59,13.08,surge,2026-01-05,0,0.704,A,158985028260
2026-01-05,2344,華邦電,95.5,435516103.0,415.92,76.15,66.62,62.61,surge,2026-01-02,1,0.757,A,429750019100
2026-01-05,2408,南亞科,208.0,114428383.0,238.01,179.27,160.93,153.27,surge,2026-01-02,1,0.821,A,644514603200
2026-01-05,2345,智邦,1185.0,5294117.0,62.74,1144.81,1062.7,1021.43,surge,2025-12-10,16,0.828,A,664924711500
2026-01-06,2344,華邦電,104.0,403567044.0,419.71,78.81,67.85,63.29,surge,2026-01-06,0,0.722,A,468000020800
2026-01-06,2408,南亞科,228.5,154970722.0,354.11,183.96,163.15,154.51,surge,2026-01-06,0,0.768,A,708036475150
2026-01-06,3481,群創,21.85,1042548581.0,227.8,15.53,13.86,13.22,surge,2026-01-06,0,0.654,A,174563963190
2026-01-06,2449,京元電子,267.0,25829669.0,68.97,236.08,221.12,214.36,surge,2026-01-02,2,0.844,A,326472941700
2026-01-06,2345,智邦,1240.0,6798559.0,84.3,1153.88,1068.51,1025.04,surge,2025-12-10,17,0.796,A,695786196000
2026-01-07,2344,華邦電,106.5,351786974.0,374.65,81.44,69.11,64.01,surge,2026-01-06,1,0.712,A,479250021300
2026-01-07,2408,南亞科,241.0,166211293.0,400.57,189.39,165.7,155.94,surge,2026-01-06,1,0.733,A,746769323900
2026-01-07,3481,群創,22.15,358140346.0,79.33,16.16,14.13,13.37,surge,2026-01-06,1,0.645,A,176960722410
2026-01-07,3443,創意,2490.0,3407411.0,84.84,2191.08,2166.97,2168.32,surge,2026-01-06,1,0.847,B,333689631000
2026-01-07,2449,京元電子,266.5,25557113.0,68.11,238.98,222.61,215.22,surge,2026-01-02,3,0.846,A,325861569150
2026-01-07,2345,智邦,1205.0,4013280.0,48.36,1158.75,1072.98,1028.02,surge,2025-12-10,18,0.818,A,676147069500
2026-01-08,2360,致茂,925.0,4313269.0,39.9,814.76,810.29,816.33,gap,2026-01-07,1,0.843,B,393352272500
2026-01-08,2344,華邦電,108.5,200419065.0,217.45,84.02,70.41,64.74,surge,2026-01-06,2,0.703,A,488250021700
2026-01-08,2408,南亞科,241.5,90272147.0,218.01,194.36,168.19,157.35,surge,2026-01-06,2,0.734,A,748318637850
2026-01-08,3481,群創,20.75,218271681.0,45.29,16.59,14.35,13.49,surge,2026-01-06,2,0.689,A,165775846050
2026-01-08,2345,智邦,1265.0,7786306.0,98.5,1168.87,1079.28,1031.93,surge,2025-12-10,19,0.787,A,709814143500
2026-01-09,2360,致茂,923.0,2277613.0,21.02,825.07,813.98,818.09,gap,2026-01-07,2,0.843,B,392501781100
2026-01-09,2344,華邦電,97.8,83406112.0,81.57,85.33,71.3,65.29,surge,2026-01-06,3,0.782,A,440100019560
2026-01-09,2408,南亞科,217.5,21095873.0,45.88,196.56,169.8,158.35,surge,2026-01-06,3,0.819,A,673951568250
2026-01-09,3481,群創,20.0,171731636.0,34.35,16.92,14.53,13.6,surge,2026-01-06,3,0.716,A,159783948000
2026-01-12,2313,華通,127.0,103712779.0,131.72,100.47,90.19,85.56,surge,2026-01-12,0,0.759,A,151361216200
2026-01-12,2360,致茂,954.0,3263663.0,31.14,837.35,818.57,820.34,gap,2026-01-07,3,0.815,B,405684397800
2026-01-12,2344,華邦電,102.0,56471038.0,57.6,86.92,72.31,65.89,surge,2026-01-06,4,0.756,A,459000020400
2026-01-12,2449,京元電子,270.0,24159085.0,65.23,245.92,226.7,217.68,surge,2026-01-02,6,0.833,A,330141177000
2026-01-13,3481,群創,22.65,207098185.0,46.91,17.9,15.03,13.89,surge,2026-01-12,1,0.699,A,180955321110
2026-01-13,2313,華通,135.0,194678202.0,262.82,103.75,91.66,86.38,surge,2026-01-12,1,0.719,A,160895781000
