date,stock_code,stock_name,close,volume,turnover,ema20,ema60,ema120,signal_type,entry_date,d,r20,scenario,market_cap
2025-08-11,2360,致茂,528.0,2481251.0,13.1,463.97,417.77,387.83,surge,2025-08-01,6,0.796,A,224529729600
2025-08-12,1303,南亞,41.4,165359332.0,68.46,36.84,33.26,33.05,gap,2025-08-11,1,0.824,A,328336014240
2025-08-12,2345,智邦,1020.0,3006813.0,30.67,900.8,810.08,750.99,gap,2025-08-11,1,0.825,A,572340258000
2025-08-12,2404,漢唐,985.0,3248831.0,32.0,845.63,714.0,619.41,gap,2025-08-11,1,0.804,A,187727899500
2025-08-12,2368,金像電,461.0,13752580.0,63.4,377.0,322.64,284.47,gap,2025-08-11,1,0.756,A,235353822900
2025-08-12,6669,緯穎,3270.0,3360021.0,109.87,2811.69,2596.03,2436.93,gap,2025-08-11,1,0.801,A,607699416000
2025-08-12,2449,京元電子,141.0,40621987.0,57.28,122.04,111.99,108.04,surge,2025-08-08,2,0.809,A,172407059100
2025-08-12,2360,致茂,505.0,1754598.0,8.86,467.88,420.63,389.76,surge,2025-08-01,7,0.831,A,214749078500
2025-08-13,2059,川湖,3055.0,963722.0,29.44,2728.9,2391.22,2137.65,surge,2025-08-11,2,0.847,A,291132640500
2025-08-13,1303,南亞,42.6,152712250.0,65.06,37.39,33.57,33.21,gap,2025-08-11,2,0.809,A,337853000160
2025-08-13,2345,智邦,1045.0,4106241.0,42.91,914.53,817.78,755.85,gap,2025-08-11,2,0.809,A,586368205500
2025-08-13,2308,台達電,675.0,24961378.0,168.49,590.16,505.11,456.78,gap,2025-08-11,2,0.817,A,1753341727500
2025-08-13,2404,漢唐,1050.0,6166935.0,64.75,865.09,725.02,626.53,gap,2025-08-11,2,0.757,A,200116035000
2025-08-13,2368,金像電,460.0,21053529.0,96.85,384.91,327.14,287.37,gap,2025-08-11,2,0.761,A,234843294000
2025-08-13,6669,緯穎,3385.0,2888361.0,97.77,2866.29,2621.89,2452.6,gap,2025-08-11,2,0.776,A,629071108000
2025-08-13,2449,京元電子,140.0,45497748.0,63.7,123.75,112.91,108.57,surge,2025-08-08,3,0.819,A,171184314000
2025-08-13,2360,致茂,509.0,2306889.0,11.74,471.79,423.53,391.74,surge,2025-08-01,8,0.824,A,216450061300
2025-08-14,2059,川湖,3105.0,487075.0,15.12,2764.72,2414.62,2153.64,surge,2025-08-11,3,0.84,A,295897495500
2025-08-14,1303,南亞,41.75,114781495.0,47.92,37.8,33.84,33.35,gap,2025-08-11,3,0.835,A,331111801800
2025-08-14,2345,智邦,1035.0,4438452.0,45.94,926.0,824.9,760.47,gap,2025-08-11,3,0.821,A,580757026500
2025-08-14,2308,台達電,670.0,12068980.0,80.86,597.76,510.52,460.31,gap,2025-08-11,3,0.828,A,1740354011000
2025-08-14,2404,漢唐,1065.0,2270056.0,24.18,884.13,736.16,633.77,gap,2025-08-11,3,0.751,A,202974835500
2025-08-14,2368,金像電,466.0,12148575.0,56.61,392.63,331.7,290.32,gap,2025-08-11,3,0.755,A,237906467400
2025-08-14,6669,緯穎,3395.0,1553660.0,52.75,2916.65,2647.24,2468.18,gap,2025-08-11,3,0.776,A,630929516000
2025-08-14,2449,京元電子,139.5,38241840.0,53.35,125.25,113.78,109.08,surge,2025-08-08,4,0.825,A,170572941450
2025-08-14,2360,致茂,515.0,1911515.0,9.84,475.91,426.53,393.77,surge,2025-08-01,9,0.812,A,219001535500
2025-08-15,2059,川湖,3130.0,483521.0,15.13,2799.51,2438.08,2169.78,surge,2025-08-11,4,0.841,A,298279923000
2025-08-15,1303,南亞,42.95,108551613.0,46.62,38.29,34.14,33.51,gap,2025-08-11,4,0.82,A,340628787720
2025-08-15,2345,智邦,1035.0,2980015.0,30.84,936.38,831.79,765.0,gap,2025-08-11,4,0.826,A,580757026500
2025-08-15,2308,台達電,686.0,14869022.0,102.0,606.17,516.27,464.04,gap,2025-08-11,4,0.814,A,1781914703800
2025-08-15,2383,台光電,1280.0,4727059.0,60.51,1128.86,976.67,843.87,gap,2025-08-11,4,0.826,A,458651008000
2025-08-15,2404,漢唐,1090.0,2316721.0,25.25,903.74,747.76,641.31,gap,2025-08-11,4,0.737,A,207739503000
2025-08-15,2368,金像電,465.5,9728986.0,45.29,399.57,336.08,293.22,gap,2025-08-11,4,0.76,A,237651202950
2025-08-15,6669,緯穎,3345.0,1053438.0,35.24,2957.44,2670.12,2482.67,gap,2025-08-11,4,0.791,A,621637476000
2025-08-15,2449,京元電子,138.5,20251874.0,28.05,126.51,114.59,109.57,surge,2025-08-08,5,0.832,A,169350196350
2025-08-15,2360,致茂,521.0,1918253.0,9.99,480.2,429.62,395.88,surge,2025-08-01,10,0.8,A,221553009700
2025-08-18,2059,川湖,3180.0,540227.0,17.18,2835.75,2462.4,2186.48,surge,2025-08-11,5,0.832,A,303044778000
2025-08-18,2345,智邦,1080.0,4732042.0,51.11,950.06,839.93,770.21,gap,2025-08-11,5,0.795,A,606007332000
2025-08-18,2308,台達電,688.0,12689479.0,87.3,613.96,521.9,467.74,gap,2025-08-11,5,0.816,A,1787109790400
2025-08-18,2383,台光電,1305.0,3826361.0,49.93,1145.64,987.43,851.49,gap,2025-08-11,5,0.812,A,467609035500
2025-08-18,2404,漢唐,1105.0,1603048.0,17.71,922.9,759.48,648.98,gap,2025-08-11,5,0.73,A,210598303500
2025-08-18,2368,金像電,478.5,11951824.0,57.19,407.09,340.75,296.28,gap,2025-08-11,5,0.743,A,244288078650
2025-08-18,2317,鴻海,210.0,73566364.0,154.49,189.59,174.02,169.57,gap,2025-08-11,5,0.846,A,2940714672000
2025-08-18,6669,緯穎,3425.0,977812.0,33.49,3001.97,2694.87,2498.24,gap,2025-08-11,5,0.773,A,636504740000
2025-08-18,2449,京元電子,141.0,24863616.0,35.06,127.89,115.46,110.09,surge,2025-08-08,6,0.82,A,172407059100
2025-08-18,2360,致茂,528.0,2481251.0,13.1,484.76,432.85,398.06,surge,2025-08-01,11,0.785,A,224529729600
2025-08-19,2404,漢唐,1075.0,2027142.0,21.79,937.39,769.82,656.02,gap,2025-08-11,6,0.753,A,204880702500
2025-08-19,2368,金像電,468.0,15169177.0,70.99,412.89,344.92,299.12,gap,2025-08-11,6,0.763,A,238927525200
2025-08-19,6669,緯穎,3305.0,1240763.0,41.01,3030.83,2714.87,2511.58,gap,2025-08-11,6,0.804,A,614203844000
2025-08-19,2449,京元電子,137.0,38279172.0,52.44,128.76,116.16,110.53,surge,2025-08-08,7,0.845,A,167516078700
2025-08-19,2360,致茂,513.0,1695975.0,8.7,487.45,435.48,399.96,surge,2025-08-01,12,0.805,A,218151044100
2025-08-20,2404,漢唐,1035.0,3429586.0,35.5,946.69,778.52,662.28,gap,2025-08-11,7,0.787,A,197257234500
2025-08-20,2368,金像電,443.5,15073419.0,66.85,415.8,348.16,301.51,gap,2025-08-11,7,0.811,A,226419567150
2025-08-20,2360,致茂,491.0,2720688.0,13.36,487.78,437.3,401.46,surge,2025-08-01,13,0.837,A,208795638700
2025-08-21,1504,東元,63.8,59257962.0,37.81,55.44,52.7,52.02,surge,2025-08-21,0,0.841,A,151616916660
2025-08-21,2404,漢唐,1060.0,2397920.0,25.42,957.48,787.75,668.86,gap,2025-08-11,8,0.774,A,202021902000
2025-08-21,2368,金像電,449.0,10383490.0,46.62,418.97,351.46,303.94,gap,2025-08-11,8,0.807,A,229227476100
2025-08-21,2360,致茂,504.0,2255421.0,11.37,489.33,439.48,403.16,surge,2025-08-01,14,0.816,A,214323832800
2025-08-22,1504,東元,67.5,167581238.0,113.12,56.59,53.18,52.27,gap,2025-08-22,0,0.808,A,160409747250
2025-08-22,2404,漢唐,1080.0,1971496.0,21.29,969.15,797.33,675.65,gap,2025-08-11,9,0.765,A,205833636000
2025-08-22,2368,金像電,459.0,9334700.0,42.85,422.78,354.99,306.51,gap,2025-08-11,9,0.795,A,234332765100
2025-08-22,2360,致茂,497.0,2261990.0,11.24,490.06,441.37,404.71,surge,2025-08-01,15,0.83,A,211347112900
2025-08-25,1504,東元,74.2,132132006.0,98.04,55.8,53.07,52.24,surge,2025-08-25,0,0.75,A,176331899940
2025-08-25,2404,漢唐,1120.0,2083127.0,23.33,905.14,784.51,672.98,gap,2025-08-11,10,0.741,A,213457104000
2025-08-25,2368,金像電,465.5,7520960.0,35.01,391.32,347.69,304.32,gap,2025-08-11,10,0.79,A,237651202950
2025-08-25,2360,致茂,512.0,1935989.0,9.91,463.49,434.68,402.46,surge,2025-08-01,16,0.809,A,217725798400
2025-08-26,1504,東元,69.7,133692887.0,93.18,57.13,53.62,52.53,surge,2025-08-25,1,0.806,A,165637916790
2025-08-26,2404,漢唐,1165.0,1846139.0,21.51,929.89,796.99,681.12,gap,2025-08-11,11,0.717,A,222033505500
2025-08-26,2368,金像電,458.0,6309602.0,28.9,397.67,351.3,306.86,gap,2025-08-11,11,0.809,A,233822236200
2025-08-26,2449,京元電子,139.5,32527134.0,45.38,122.98,116.12,111.05,surge,2025-08-08,12,0.843,A,170572941450
2025-08-26,2360,致茂,535.0,3381508.0,18.09,470.3,437.97,404.66,surge,2025-08-01,17,0.778,A,227506449500
2025-08-27,1504,東元,70.5,66057796.0,46.57,58.4,54.17,52.83,surge,2025-08-25,2,0.805,A,167539069350
2025-08-27,2308,台達電,720.0,16908355.0,121.74,609.26,540.8,484.52,gap,2025-08-11,12,0.832,A,1870231176000
2025-08-27,2404,漢唐,1190.0,2832314.0,33.7,954.66,809.87,689.53,gap,2025-08-11,12,0.707,A,226798173000
2025-08-27,2368,金像電,476.0,12231982.0,58.22,405.13,355.39,309.66,gap,2025-08-11,12,0.783,A,243011756400
2025-08-27,2449,京元電子,139.0,28238875.0,39.25,124.51,116.87,111.51,surge,2025-08-08,13,0.849,A,169961568900
2025-08-27,2360,致茂,549.0,5992794.0,32.9,477.8,441.61,407.04,surge,2025-08-01,18,0.765,A,233459889300
2025-08-28,1504,東元,68.5,44076585.0,30.19,59.36,54.64,53.08,surge,2025-08-25,3,0.828,A,162786187950
2025-08-28,2404,漢唐,1190.0,1472330.0,17.52,977.07,822.34,697.8,gap,2025-08-11,13,0.714,A,226798173000
2025-08-28,2368,金像電,486.0,7062569.0,34.32,412.83,359.67,312.57,gap,2025-08-11,13,0.773,A,248117045400
2025-08-28,2449,京元電子,142.0,38607630.0,54.82,126.17,117.7,112.01,surge,2025-08-08,14,0.835,A,173629804200
2025-08-28,2360,致茂,556.0,2018023.0,11.22,485.25,445.36,409.5,surge,2025-08-01,19,0.774,A,236436609200
2025-08-29,1504,東元,68.0,25887472.0,17.6,60.19,55.08,53.33,surge,2025-08-25,4,0.84,A,161597967600
2025-08-29,2404,漢唐,1230.0,1829078.0,22.5,1001.16,835.7,706.6,gap,2025-08-11,14,0.699,A,234421641000
2025-08-29,2368,金像電,505.0,12164015.0,61.43,421.61,364.44,315.75,gap,2025-08-11,14,0.744,A,257817094500
2025-09-01,2449,京元電子,158.5,142085653.0,225.21,131.82,120.25,113.5,gap,2025-08-29,1,0.841,A,193805098350
2025-09-01,2404,漢唐,1215.0,3016208.0,36.65,1021.53,848.14,715.0,gap,2025-08-11,15,0.715,A,231562840500
2025-09-01,2368,金像電,456.5,14523977.0,66.3,424.93,367.46,318.08,gap,2025-08-11,15,0.823,A,233056442850
2025-09-02,2404,漢唐,1095.0,5021298.0,54.98,1028.52,856.23,721.28,gap,2025-08-11,16,0.803,A,208692436500
2025-09-03,2404,漢唐,1060.0,4041884.0,42.84,1031.52,862.91,726.88,gap,2025-08-11,17,0.85,A,202021902000
2025-09-08,2449,京元電子,169.0,85652417.0,144.75,142.1,125.95,117.0,gap,2025-08-29,6,0.814,A,206643921900
2025-09-08,1504,東元,72.4,65073935.0,47.11,63.8,57.42,54.72,surge,2025-08-25,10,0.807,A,172054306680
2025-09-09,1504,東元,79.6,175355849.0,139.58,65.31,58.15,55.14,surge,2025-09-09,0,0.807,A,189164679720
2025-09-09,2449,京元電子,170.5,46338636.0,79.01,144.81,127.41,117.88,gap,2025-08-29,7,0.805,A,208478039550
2025-09-10,1504,東元,87.5,89484817.0,78.3,67.42,59.11,55.67,gap,2025-09-10,0,0.748,A,207938561250
2025-09-10,2301,光寶科,154.5,20822620.0,32.17,129.42,122.34,116.01,gap,2025-09-10,0,0.836,A,357838655100
2025-09-10,2308,台達電,837.0,23938193.0,200.36,688.53,593.62,521.5,surge,2025-09-09,1,0.818,A,2174143742100
2025-09-10,2449,京元電子,172.5,44393945.0,76.58,147.44,128.89,118.78,gap,2025-08-29,8,0.794,A,210923529750
2025-09-10,3533,嘉澤,1560.0,1190677.0,18.57,1417.95,1391.59,1411.44,surge,2025-08-21,14,0.846,B,175554132000
2025-09-11,2301,光寶科,165.5,160599726.0,265.79,132.86,123.76,116.83,surge,2025-09-11,0,0.786,A,383315840900
2025-09-11,1504,東元,93.1,201300527.0,187.41,69.87,60.23,56.29,gap,2025-09-10,1,0.709,A,221246629170
2025-09-11,2308,台達電,831.0,27598193.0,229.34,702.1,601.41,526.62,surge,2025-09-09,2,0.825,A,2158558482300
2025-09-11,2408,南亞科,56.5,168155667.0,95.01,50.54,49.12,47.38,surge,2025-09-05,4,0.826,A,175072476350
2025-09-11,2449,京元電子,166.0,37833377.0,62.8,149.21,130.1,119.56,gap,2025-08-29,9,0.824,A,202975686600
2025-09-11,3533,嘉澤,1600.0,1490939.0,23.86,1435.29,1398.42,1414.56,surge,2025-08-21,15,0.819,B,180055520000
2025-09-12,2301,光寶科,163.0,87816778.0,143.14,135.73,125.05,117.59,surge,2025-09-11,1,0.797,A,377525571400
2025-09-12,1504,東元,89.4,77946432.0,69.68,71.73,61.18,56.84,gap,2025-09-10,2,0.745,A,212453798580
2025-09-12,2308,台達電,837.0,20358692.0,170.4,714.95,609.13,531.75,surge,2025-09-09,3,0.82,A,2174143742100
2025-09-12,2408,南亞科,57.4,187210685.0,107.46,51.19,49.4,47.55,surge,2025-09-05,5,0.813,A,177861241460
2025-09-12,2449,京元電子,166.0,24270052.0,40.29,150.81,131.28,120.33,gap,2025-08-29,10,0.822,A,202975686600
2025-09-12,3533,嘉澤,1580.0,713745.0,11.28,1449.07,1404.37,1417.29,surge,2025-08-21,16,0.828,B,177804826000
2025-09-15,2408,南亞科,63.1,254694617.0,160.71,52.33,49.84,47.8,surge,2025-09-15,0,0.777,A,195523420490
2025-09-15,2301,光寶科,161.0,49112871.0,79.07,138.14,126.22,118.31,surge,2025-09-11,2,0.806,A,372893355800
2025-09-15,1504,東元,88.2,56967021.0,50.24,73.3,62.07,57.36,gap,2025-09-10,3,0.763,A,209602069740
2025-09-15,2308,台達電,836.0,12384306.0,103.53,726.48,616.57,536.78,surge,2025-09-09,4,0.821,A,2171546198800
2025-09-15,2449,京元電子,166.5,21808385.0,36.31,152.3,132.44,121.09,gap,2025-08-29,11,0.818,A,203587059150
2025-09-15,3533,嘉澤,1540.0,527929.0,8.13,1457.73,1408.82,1419.32,surge,2025-08-21,17,0.85,B,173303438000
2025-09-16,2408,南亞科,69.2,443163507.0,306.67,53.93,50.48,48.16,surge,2025-09-16,0,0.72,A,214425050680
2025-09-16,2301,光寶科,167.0,44987528.0,75.13,140.89,127.56,119.11,surge,2025-09-11,3,0.775,A,386790002600
2025-09-16,1504,東元,87.0,46835140.0,40.75,74.6,62.89,57.85,gap,2025-09-10,4,0.78,A,206750340900
2025-09-16,2308,台達電,841.0,15636646.0,131.5,737.38,623.93,541.81,surge,2025-09-09,5,0.816,A,2184533915300
2025-09-16,2449,京元電子,166.0,19072178.0,31.66,153.61,133.54,121.84,gap,2025-08-29,12,0.817,A,202975686600
2025-09-16,3533,嘉澤,1615.0,764318.0,12.34,1472.71,1415.58,1422.55,surge,2025-08-21,18,0.799,B,181743540500
2025-09-17,2408,南亞科,73.3,353614328.0,259.2,55.78,51.23,48.57,surge,2025-09-16,1,0.683,A,227129425070
2025-09-17,2301,光寶科,159.5,35686645.0,56.92,142.66,128.61,119.78,surge,2025-09-11,4,0.813,A,369419194100
2025-09-17,1504,東元,86.9,32150915.0,27.94,75.77,63.67,58.33,gap,2025-09-10,5,0.788,A,206512696830
2025-09-17,2308,台達電,836.0,10464529.0,87.48,746.78,630.88,546.67,surge,2025-09-09,6,0.823,A,2171546198800
2025-09-17,2449,京元電子,165.0,24810863.0,40.94,154.69,134.57,122.55,gap,2025-08-29,13,0.821,A,201752941500
2025-09-17,3533,嘉澤,1710.0,2078269.0,35.54,1495.31,1425.23,1427.3,surge,2025-08-21,19,0.734,B,192434337000
2025-09-18,2408,南亞科,80.0,340363102.0,272.29,58.08,52.17,49.09,surge,2025-09-18,0,0.656,A,247890232000
2025-09-18,2301,光寶科,164.5,42834068.0,70.46,144.74,129.79,120.52,surge,2025-09-11,5,0.791,A,380999733100
2025-09-18,1504,東元,83.1,45110667.0,37.49,76.47,64.31,58.73,gap,2025-09-10,6,0.833,A,197482222170
2025-09-18,2308,台達電,892.0,22541317.0,201.07,760.61,639.44,552.38,surge,2025-09-09,7,0.777,A,2317008623600
2025-09-18,2449,京元電子,167.5,30801867.0,51.59,155.91,135.65,123.29,gap,2025-08-29,14,0.816,A,204809804250
2025-09-19,2408,南亞科,79.2,219078657.0,173.51,60.1,53.06,49.59,surge,2025-09-18,1,0.666,A,245411329680
2025-09-19,2301,光寶科,169.0,50127108.0,84.71,147.05,131.07,121.32,surge,2025-09-11,6,0.772,A,391422218200
2025-09-19,2308,台達電,888.0,20690681.0,183.73,772.74,647.59,557.92,surge,2025-09-09,8,0.785,A,2306618450400
2025-09-19,2449,京元電子,169.5,21645392.0,36.69,157.21,136.76,124.06,gap,2025-08-29,15,0.811,A,207255294450
2025-09-22,2301,光寶科,185.5,66747712.0,123.82,150.71,132.86,122.38,surge,2025-09-22,0,0.769,A,429637996900
2025-09-22,2408,南亞科,80.8,212268465.0,171.51,62.07,53.97,50.11,surge,2025-09-18,2,0.658,A,250369134320
2025-09-22,1504,東元,85.5,52825257.0,45.17,77.7,65.53,59.54,gap,2025-09-10,8,0.817,A,203185679850
2025-09-22,2308,台達電,907.0,14838882.0,134.59,785.53,656.1,563.69,surge,2025-09-09,9,0.771,A,2355971773100
2025-09-22,2449,京元電子,171.0,32749126.0,56.0,158.52,137.88,124.83,gap,2025-08-29,16,0.813,A,209089412100
2025-09-23,1504,東元,94.0,124482074.0,117.01,79.26,66.46,60.11,surge,2025-09-23,0,0.822,A,223385425800
2025-09-23,2301,光寶科,183.0,68259245.0,124.91,153.79,134.5,123.39,surge,2025-09-22,1,0.784,A,423847727400
2025-09-23,2408,南亞科,81.0,46967368.0,38.04,63.87,54.85,50.62,surge,2025-09-18,3,0.661,A,250988859900
2025-09-23,2308,台達電,893.0,18003354.0,160.77,795.76,663.86,569.14,surge,2025-09-09,10,0.786,A,2319606166900
2025-09-23,2449,京元電子,167.0,22415852.0,37.43,159.33,138.84,125.53,gap,2025-08-29,17,0.839,A,204198431700
2025-09-24,1504,東元,101.5,331020174.0,335.99,81.37,67.61,60.79,surge,2025-09-24,0,0.773,A,241208731050
2025-09-24,2324,仁寶,34.5,130436264.0,45.0,29.87,29.07,29.7,surge,2025-09-24,0,0.837,B,152046557700
2025-09-24,2301,光寶科,175.0,48127570.0,84.22,155.81,135.83,124.24,surge,2025-09-22,2,0.826,A,405318865000
2025-09-24,2408,南亞科,76.0,46123209.0,35.05,65.03,55.55,51.04,surge,2025-09-18,4,0.709,A,235495720400
2025-09-24,2308,台達電,891.0,16745252.0,149.2,804.83,671.31,574.46,surge,2025-09-09,11,0.79,A,2314411080300
2025-09-24,2449,京元電子,166.0,14754462.0,24.49,159.96,139.73,126.2,gap,2025-08-29,18,0.846,A,202975686600
2025-09-25,1504,東元,98.9,183619486.0,181.6,83.04,68.64,61.42,surge,2025-09-24,1,0.798,A,235029985230
2025-09-25,2324,仁寶,36.4,276910556.0,100.8,30.49,29.31,29.81,surge,2025-09-24,1,0.794,B,160420136240
2025-09-25,2301,光寶科,172.0,27376151.0,47.09,157.35,137.01,125.03,surge,2025-09-22,3,0.845,A,398370541600
2025-09-25,2408,南亞科,76.6,26404083.0,20.23,66.13,56.24,51.46,surge,2025-09-18,5,0.709,A,237354897139
2025-09-25,2308,台達電,884.0,12323755.0,108.94,812.37,678.29,579.57,surge,2025-09-09,12,0.794,A,2296228277200
2025-09-26,1504,東元,94.6,83993650.0,79.46,84.14,69.49,61.97,surge,2025-09-24,2,0.84,A,224811290220
2025-09-26,2308,台達電,848.0,20674889.0,175.32,815.77,683.85,584.01,surge,2025-09-09,13,0.827,A,2202716718400
2025-09-30,3231,緯創,140.5,110549162.0,155.32,121.31,117.31,115.07,gap,2025-09-30,0,0.841,A,446847928150
2025-09-30,1504,東元,95.1,95914373.0,91.21,85.19,70.33,62.52,surge,2025-09-24,3,0.843,A,225999510570
2025-09-30,2308,台達電,854.0,17397008.0,148.57,819.41,689.43,588.47,surge,2025-09-09,14,0.819,A,2218301978200
2025-10-01,1504,東元,104.5,75789482.0,79.2,87.03,71.45,63.21,surge,2025-10-01,0,0.807,A,248338053150
2025-10-01,3231,緯創,146.0,284877578.0,415.92,123.66,118.25,115.59,gap,2025-09-30,1,0.813,A,464340195800
2025-10-01,2408,南亞科,76.2,26053794.0,19.85,68.06,57.88,52.53,surge,2025-09-18,8,0.738,A,236115445980
2025-10-01,2308,台達電,871.0,10214371.0,88.97,824.32,695.38,593.14,surge,2025-09-09,15,0.806,A,2262460214300
2025-10-02,1504,東元,114.5,162905444.0,186.53,89.64,72.86,64.06,surge,2025-10-02,0,0.753,A,272102460150
2025-10-02,3231,緯創,149.5,121888346.0,182.22,126.12,119.27,116.15,gap,2025-09-30,2,0.797,A,475471638850
2025-10-02,2408,南亞科,79.7,32987374.0,26.29,69.17,58.59,52.98,surge,2025-09-18,9,0.717,A,246960643630
2025-10-02,2308,台達電,894.0,18926279.0,169.2,830.96,701.89,598.12,surge,2025-09-09,16,0.789,A,2322203710200
2025-10-03,2344,華邦電,38.8,579286537.0,224.76,31.03,25.19,22.46,surge,2025-10-03,0,0.763,A,174600007760
2025-10-03,1504,東元,113.5,133471757.0,151.49,91.92,74.19,64.87,surge,2025-10-02,1,0.768,A,269726019450
2025-10-03,3231,緯創,153.5,90491286.0,138.9,128.73,120.4,116.76,gap,2025-09-30,3,0.78,A,488193288050
2025-10-03,2408,南亞科,83.0,47766544.0,39.65,70.49,59.39,53.48,surge,2025-09-18,10,0.702,A,257186115700
2025-10-03,2308,台達電,942.0,18806970.0,177.16,841.53,709.77,603.8,surge,2025-09-09,17,0.758,A,2446885788600
2025-10-07,2408,南亞科,91.2,52179282.0,47.59,72.46,60.43,54.1,gap,2025-10-07,0,0.762,A,282594864480
2025-10-07,2344,華邦電,42.65,272729643.0,116.32,32.13,25.76,22.8,gap,2025-10-07,0,0.716,A,191925008530
2025-10-07,1504,東元,113.0,86908111.0,98.21,93.92,75.46,65.67,surge,2025-10-02,2,0.782,A,268537799100
2025-10-07,3231,緯創,156.0,92845731.0,144.84,131.32,121.56,117.41,gap,2025-09-30,4,0.77,A,496144318800
2025-10-07,2308,台達電,987.0,25946493.0,256.09,855.39,718.86,610.13,surge,2025-09-09,18,0.736,A,2563775237100
2025-10-08,2408,南亞科,90.8,41561491.0,37.74,74.2,61.43,54.71,gap,2025-10-07,1,0.775,A,281355413320
2025-10-08,2344,華邦電,41.25,467415817.0,192.81,33.0,26.27,23.1,gap,2025-10-07,1,0.75,A,185625008250
2025-10-08,1504,東元,110.5,36045172.0,39.83,95.5,76.61,66.41,surge,2025-10-02,3,0.81,A,262596697350
2025-10-08,3231,緯創,150.5,80192711.0,120.69,133.15,122.51,117.96,gap,2025-09-30,5,0.8,A,478652051150
2025-10-08,2308,台達電,981.0,12278241.0,120.45,867.35,727.45,616.26,surge,2025-09-09,19,0.74,A,2548189977300
2025-10-09,2408,南亞科,98.5,219259632.0,215.97,76.52,62.65,55.43,surge,2025-10-09,0,0.744,A,305214848150
2025-10-09,2344,華邦電,43.45,546683937.0,237.53,34.0,26.83,23.44,gap,2025-10-07,2,0.72,A,195525008690
2025-10-09,1504,東元,109.5,44101114.0,48.29,96.84,77.69,67.12,surge,2025-10-02,4,0.827,A,260220256650
2025-10-09,3231,緯創,151.0,66170353.0,99.92,134.85,123.45,118.51,gap,2025-09-30,6,0.8,A,480242257300
2025-10-13,2408,南亞科,95.6,177182917.0,169.39,78.34,63.73,56.09,surge,2025-10-09,1,0.778,A,296228827240
2025-10-13,2344,華邦電,43.0,399484526.0,171.78,34.86,27.36,23.76,gap,2025-10-07,3,0.737,A,193500008600
2025-10-13,1504,東元,112.5,46560577.0,52.38,98.33,78.83,67.87,surge,2025-10-02,5,0.812,A,267349578750
2025-10-13,3231,緯創,145.5,72177222.0,105.02,135.87,124.17,118.95,gap,2025-09-30,7,0.833,A,462749989650
2025-10-14,2344,華邦電,40.7,598421210.0,243.56,35.41,27.8,24.04,gap,2025-10-07,4,0.789,A,183150008140
2025-10-15,2344,華邦電,40.0,309479559.0,123.79,35.85,28.2,24.31,gap,2025-10-07,5,0.815,A,180000008000
2025-10-15,1504,東元,108.0,43927088.0,47.44,99.74,80.59,69.12,surge,2025-10-02,7,0.847,A,256655595600
2025-10-15,2360,致茂,687.0,5560756.0,38.2,615.75,547.7,486.16,surge,2025-09-18,16,0.817,A,292143795900
2025-10-16,2344,華邦電,44.0,437429618.0,192.47,36.63,28.72,24.63,surge,2025-10-16,0,0.812,A,198000008800
2025-10-16,6669,緯穎,3860.0,2360858.0,91.13,3390.98,3114.27,2853.37,surge,2025-10-15,1,0.847,A,717345488000
2025-10-16,1504,東元,111.0,63279152.0,70.24,100.81,81.58,69.82,surge,2025-10-02,8,0.826,A,263784917700
2025-10-16,2360,致茂,694.0,4831492.0,33.53,623.2,552.5,489.6,surge,2025-09-18,17,0.804,A,295120515800
2025-10-17,2408,南亞科,104.0,264907109.0,275.5,83.59,67.48,58.52,gap,2025-10-17,0,0.791,A,322257301600
2025-10-17,2344,華邦電,43.95,456669445.0,200.71,37.32,29.22,24.95,surge,2025-10-16,1,0.823,A,197775008790
2025-10-17,1504,東元,109.0,43580645.0,47.5,101.59,82.48,70.46,surge,2025-10-02,9,0.844,A,259032036300
2025-10-17,2360,致茂,662.0,3941799.0,26.09,626.9,556.09,492.45,surge,2025-09-18,18,0.847,A,281512653400
2025-10-20,1504,東元,119.5,72149077.0,86.22,103.3,83.7,71.27,surge,2025-10-20,0,0.85,A,283984663650
2025-10-20,2408,南亞科,107.0,216252568.0,231.39,85.82,68.78,59.32,gap,2025-10-17,1,0.775,A,331553185300
2025-10-20,2344,華邦電,46.35,578807421.0,268.28,38.18,29.78,25.3,surge,2025-10-16,2,0.791,A,208575009270
2025-10-20,6669,緯穎,3880.0,1542329.0,59.84,3471.5,3160.64,2885.48,surge,2025-10-15,3,0.845,A,721062304000
2025-10-21,3443,創意,1675.0,6809999.0,114.07,1441.01,1338.73,1283.48,surge,2025-10-21,0,0.83,A,224469932500
2025-10-21,2408,南亞科,105.5,105119091.0,110.9,87.69,69.98,60.08,gap,2025-10-17,2,0.791,A,326905243450
2025-10-21,2344,華邦電,44.6,77971629.0,34.78,38.79,30.27,25.62,surge,2025-10-16,3,0.831,A,200700008920
2025-10-21,6669,緯穎,4065.0,2564675.0,104.25,3528.03,3190.3,2904.98,surge,2025-10-15,4,0.808,A,755442852000
2025-10-22,3443,創意,1665.0,6209642.0,103.39,1462.34,1349.42,1289.78,surge,2025-10-21,1,0.838,A,223129813500
2025-10-22,2408,南亞科,110.0,104796480.0,115.28,89.82,71.29,60.91,gap,2025-10-17,3,0.761,A,340849069000
2025-10-22,2344,華邦電,45.45,55912233.0,25.41,39.43,30.76,25.95,surge,2025-10-16,4,0.822,A,204525009090
