date,stock_code,stock_name,close,volume,turnover,ema20,ema60,ema120,signal_type,entry_date,d,r20,scenario,market_cap,exit_10pct_date,max_return_20d,ema20_cross_date,first_r_date
2025-10-29,6669,緯穎,4110.0,950661.0,39.07,3747.5,3327.58,2999.27,surge,2025-10-15,9,0.814,A,763805688000,,14.84,2025-09-26,False
2025-10-29,3231,緯創,152.5,68151885.0,103.93,141.36,130.01,122.97,gap,2025-09-30,18,0.831,A,485012875750,2025-11-18,1.64,2025-10-17,False
2025-10-30,1519,華城,650.0,11475978.0,74.59,594.94,589.75,578.36,surge,2025-10-30,0,0.893,A,205322520000,,20.92,2025-10-15,True
2025-10-30,2449,京元電子,203.0,47925991.0,97.29,179.79,159.51,141.69,gap,2025-10-29,1,0.852,A,248217255300,,10.34,2025-10-14,False
2025-10-30,2408,南亞科,134.5,174638893.0,234.89,104.31,79.66,66.08,surge,2025-10-28,2,0.696,A,416765452550,,23.79,2025-09-03,False
2025-10-30,2344,華邦電,55.2,74032183.0,40.87,44.57,34.06,28.05,gap,2025-10-27,3,0.741,A,248400011040,,19.93,2025-08-26,False
2025-10-30,2317,鴻海,262.0,108445874.0,284.13,234.86,214.21,197.99,surge,2025-10-16,9,0.835,A,3668891638400,2025-11-18,-1.72,2025-10-15,False
2025-10-30,6669,緯穎,4300.0,2392100.0,102.86,3800.12,3359.46,3020.77,surge,2025-10-15,10,0.784,A,799115440000,,9.77,2025-09-26,False
2025-10-30,3231,緯創,155.0,76208641.0,118.12,142.66,130.82,123.5,gap,2025-09-30,19,0.826,A,492963906500,2025-11-04,-2.9,2025-10-17,False
2025-10-31,1519,華城,715.0,12447108.0,89.0,606.37,593.85,580.62,surge,2025-10-31,0,0.818,A,225854772000,,9.93,2025-10-15,False
2025-10-31,2449,京元電子,217.0,61053840.0,132.49,183.33,161.39,142.93,gap,2025-10-29,2,0.802,A,265335686700,,5.53,2025-10-14,False
2025-10-31,2408,南亞科,132.5,124717002.0,165.25,107.0,81.4,67.18,surge,2025-10-28,3,0.717,A,410568196750,,25.66,2025-09-03,False
2025-10-31,2383,台光電,1360.0,8702332.0,118.35,1215.14,1171.5,1056.63,surge,2025-10-28,3,0.871,A,487316696000,,12.13,2025-10-27,True
2025-10-31,2344,華邦電,54.2,57761731.0,31.31,45.49,34.72,28.48,gap,2025-10-27,4,0.766,A,243900010840,,22.14,2025-08-26,False
2025-10-31,2317,鴻海,257.5,63119828.0,162.53,237.01,215.63,198.97,surge,2025-10-16,10,0.85,A,3605876324000,2025-11-18,-2.14,2025-10-15,False
2025-10-31,6669,緯穎,4365.0,1371117.0,59.85,3853.91,3392.43,3042.99,surge,2025-10-15,11,0.78,A,811195092000,,8.13,2025-09-26,False
2025-11-03,1519,華城,786.0,16158888.0,127.01,623.48,600.15,584.02,gap,2025-11-03,0,0.752,A,248282308800,2025-11-18,-0.13,2025-10-15,False
2025-11-03,2368,金像電,493.0,26925046.0,132.74,431.69,417.44,376.68,gap,2025-10-31,1,0.853,A,251690747700,,28.4,2025-10-29,True
2025-11-03,2449,京元電子,224.0,41412619.0,92.76,187.21,163.45,144.27,gap,2025-10-29,3,0.779,A,273894902400,2025-11-18,2.23,2025-10-14,False
2025-11-03,2408,南亞科,137.0,169158183.0,231.75,109.85,83.22,68.33,surge,2025-10-28,4,0.703,A,424512022300,,21.53,2025-09-03,False
2025-11-03,2383,台光電,1410.0,5890498.0,83.06,1233.7,1179.32,1062.47,surge,2025-10-28,4,0.838,A,505232751000,,8.16,2025-10-27,False
2025-11-03,2344,華邦電,56.6,68487857.0,38.76,46.54,35.44,28.94,gap,2025-10-27,5,0.742,A,254700011320,,16.96,2025-08-26,False
2025-11-03,2317,鴻海,251.5,97190219.0,244.43,238.39,216.8,199.84,surge,2025-10-16,11,0.871,A,3521855904800,2025-11-21,0.2,2025-10-15,False
2025-11-03,6669,緯穎,4315.0,1255054.0,54.16,3897.83,3422.68,3064.01,surge,2025-10-15,12,0.792,A,801903052000,,9.39,2025-09-26,False
2025-11-04,1519,華城,772.0,18118770.0,139.88,637.62,605.79,587.12,gap,2025-11-03,1,0.767,A,243859977600,2025-11-21,1.68,2025-10-15,False
2025-11-04,2368,金像電,483.0,17072907.0,82.46,436.57,419.59,378.43,gap,2025-10-31,2,0.869,A,246585458700,,31.06,2025-10-29,False
2025-11-04,2449,京元電子,214.0,35068048.0,75.05,189.76,165.1,145.43,gap,2025-10-29,4,0.818,A,261667451400,,7.01,2025-10-14,False
2025-11-04,2408,南亞科,131.5,152507836.0,200.55,111.91,84.8,69.38,surge,2025-10-28,5,0.743,A,407469568850,,26.62,2025-09-03,False
2025-11-04,2383,台光電,1470.0,8531291.0,125.41,1256.2,1188.85,1069.2,surge,2025-10-28,5,0.802,A,526732017000,2025-11-11,3.74,2025-10-27,False
2025-11-04,2344,華邦電,53.3,41115669.0,21.91,47.19,36.02,29.35,gap,2025-10-27,6,0.799,A,239850010660,,24.2,2025-08-26,False
2025-11-04,3443,創意,1635.0,8511485.0,139.16,1508.54,1395.03,1321.51,surge,2025-10-21,9,0.892,A,219109456500,,38.23,2025-10-30,True
2025-11-04,2317,鴻海,244.0,95832447.0,233.83,238.93,217.69,200.57,surge,2025-10-16,12,0.898,A,3416830380800,2025-11-25,3.28,2025-10-15,False
2025-11-04,6669,緯穎,4300.0,934224.0,40.17,3936.13,3451.44,3084.44,surge,2025-10-15,13,0.799,A,799115440000,,9.77,2025-09-26,False
2025-11-05,1519,華城,785.0,9688689.0,76.06,651.66,611.66,590.39,gap,2025-11-03,2,0.756,A,247966428000,2025-11-21,-1.91,2025-10-15,False
2025-11-05,2449,京元電子,220.5,35493875.0,78.26,192.69,166.92,146.67,gap,2025-10-29,5,0.797,A,269615294550,2025-11-18,3.85,2025-10-14,False
2025-11-05,2408,南亞科,138.0,244967950.0,338.06,114.4,86.55,70.51,surge,2025-10-28,6,0.717,A,427610650200,,20.65,2025-09-03,False
2025-11-05,2383,台光電,1440.0,6133541.0,88.32,1273.71,1197.08,1075.33,surge,2025-10-28,6,0.812,A,515982384000,,5.9,2025-10-27,False
2025-11-05,2344,華邦電,56.0,47931403.0,26.84,48.03,36.68,29.79,gap,2025-10-27,7,0.77,A,252000011200,,18.21,2025-08-26,False
2025-11-05,2317,鴻海,247.0,114664242.0,283.22,239.69,218.65,201.34,surge,2025-10-16,13,0.883,A,3458840590400,2025-11-24,2.02,2025-10-15,False
2025-11-05,6669,緯穎,4165.0,2070735.0,86.25,3957.93,3474.84,3102.3,surge,2025-10-15,14,0.829,A,774026932000,,13.33,2025-09-26,False
2025-11-06,2408,南亞科,148.0,276959366.0,409.9,117.6,88.56,71.79,surge,2025-11-06,0,0.756,A,458596929200,,12.5,2025-09-03,False
2025-11-06,2344,華邦電,59.0,40871416.0,24.11,49.07,37.41,30.27,gap,2025-11-06,0,0.81,A,265500011800,2025-11-21,12.2,2025-08-26,False
2025-11-06,3443,創意,1735.0,9030492.0,156.68,1538.42,1412.84,1332.95,gap,2025-11-06,0,0.882,A,232510646500,,30.26,2025-10-30,False
2025-11-06,1519,華城,765.0,2119821.0,16.22,662.45,616.69,593.28,gap,2025-11-03,3,0.778,A,241648812000,2025-11-21,0.65,2025-10-15,False
2025-11-06,2368,金像電,478.5,15575992.0,74.53,442.97,422.95,381.49,gap,2025-10-31,4,0.872,A,244288078650,,32.29,2025-10-29,False
2025-11-06,2449,京元電子,217.5,30246229.0,65.79,195.05,168.58,147.84,gap,2025-10-29,6,0.81,A,265947059250,,5.29,2025-10-14,False
2025-11-06,2383,台光電,1450.0,3601162.0,52.22,1290.5,1205.38,1081.52,surge,2025-10-28,7,0.8,A,519565595000,,5.17,2025-10-27,False
2025-11-06,2317,鴻海,248.0,65794425.0,163.17,240.49,219.62,202.11,surge,2025-10-16,14,0.874,A,3472843993600,2025-11-24,1.61,2025-10-15,False
2025-11-06,6669,緯穎,4320.0,1547202.0,66.84,3992.41,3502.55,3122.43,surge,2025-10-15,15,0.799,A,802832256000,,9.26,2025-09-26,False
2025-11-07,2408,南亞科,147.0,233103202.0,342.66,120.4,90.48,73.04,surge,2025-11-06,1,0.769,A,455498301300,,13.27,2025-09-03,False
2025-11-07,2344,華邦電,58.1,22850042.0,13.28,49.93,38.09,30.73,gap,2025-11-06,1,0.827,A,261450011620,2025-11-21,13.94,2025-08-26,False
2025-11-07,3443,創意,1720.0,4857683.0,83.55,1555.71,1422.91,1339.35,gap,2025-11-06,1,0.894,A,230500468000,,31.4,2025-10-30,False
2025-11-07,1519,華城,746.0,1587408.0,11.84,670.41,620.93,595.81,gap,2025-11-03,4,0.8,A,235647076800,,3.22,2025-10-15,False
2025-11-07,2368,金像電,464.5,8637992.0,40.12,445.02,424.31,382.86,gap,2025-10-31,5,0.896,A,237140674050,,36.28,2025-10-29,False
2025-11-07,2449,京元電子,213.5,20904119.0,44.63,196.81,170.05,148.92,gap,2025-10-29,7,0.826,A,261056078850,,7.26,2025-10-14,False
2025-11-07,2383,台光電,1370.0,4626964.0,63.39,1298.07,1210.77,1086.29,surge,2025-10-28,8,0.842,A,490899907000,,11.31,2025-10-27,False
2025-11-07,2317,鴻海,244.0,50319199.0,122.78,240.82,220.42,202.8,surge,2025-10-16,15,0.879,A,3416830380800,2025-11-25,3.28,2025-10-15,False
2025-11-07,6669,緯穎,4075.0,2614108.0,106.52,4000.28,3521.32,3138.18,surge,2025-10-15,16,0.843,A,757301260000,,15.83,2025-09-26,False
2025-11-10,2408,南亞科,161.5,180212057.0,291.04,124.31,92.81,74.5,surge,2025-11-10,0,0.728,A,500428405850,2025-11-21,3.1,2025-09-03,False
2025-11-10,2344,華邦電,63.9,32006484.0,20.45,51.26,38.93,31.28,surge,2025-11-10,0,0.774,A,287550012780,2025-11-21,6.26,2025-08-26,False
2025-11-10,3443,創意,1890.0,7066462.0,133.56,1587.55,1438.22,1348.45,gap,2025-11-10,0,0.825,A,253282491000,,19.58,2025-10-30,False
2025-11-10,1519,華城,770.0,1144535.0,8.81,679.9,625.82,598.68,gap,2025-11-03,5,0.777,A,243228216000,2025-11-21,-0.65,2025-10-15,False
2025-11-10,2368,金像電,482.0,15674423.0,75.55,448.55,426.2,384.5,gap,2025-10-31,6,0.861,A,246074929800,,31.33,2025-10-29,False
2025-11-10,2449,京元電子,217.0,24783461.0,53.78,198.73,171.59,150.05,gap,2025-10-29,8,0.814,A,265335686700,,5.53,2025-10-14,False
2025-11-10,2383,台光電,1360.0,2695273.0,36.66,1303.97,1215.67,1090.82,surge,2025-10-28,9,0.845,A,487316696000,,12.13,2025-10-27,False
2025-11-10,2317,鴻海,249.5,51628691.0,128.81,241.65,221.37,203.58,surge,2025-10-16,16,0.849,A,3493849098400,2025-11-24,1.0,2025-10-15,False
2025-11-10,6669,緯穎,4295.0,3458483.0,148.54,4028.34,3546.68,3157.3,surge,2025-10-15,17,0.8,A,798186236000,,9.9,2025-09-26,False
2025-11-11,6669,緯穎,4720.0,3545938.0,167.37,4094.22,3585.15,3183.13,surge,2025-11-11,0,0.857,A,877168576000,2025-11-18,-0.74,2025-09-26,False
2025-11-11,2408,南亞科,164.5,286107518.0,470.65,128.14,95.16,75.99,surge,2025-11-10,1,0.721,A,509724289550,2025-11-21,1.22,2025-09-03,False
2025-11-11,2344,華邦電,64.5,43521354.0,28.07,52.52,39.77,31.83,surge,2025-11-10,1,0.772,A,290250012900,2025-11-20,10.54,,False
2025-11-11,3443,創意,1910.0,8542879.0,163.17,1618.26,1453.69,1357.74,gap,2025-11-10,1,0.817,A,255962729000,,18.32,2025-10-30,False
2025-11-11,1519,華城,758.0,1193090.0,9.04,687.33,630.15,601.32,gap,2025-11-03,6,0.793,A,239437646400,2025-11-25,0.92,2025-10-15,False
2025-11-11,2368,金像電,498.5,20960999.0,104.49,453.3,428.57,386.38,gap,2025-10-31,7,0.829,A,254498656650,,26.98,2025-10-29,False
2025-11-11,2449,京元電子,213.0,21376150.0,45.53,200.09,172.95,151.09,gap,2025-10-29,9,0.829,A,260444706300,,7.51,2025-10-14,False
2025-11-11,2383,台光電,1320.0,4163786.0,54.96,1305.49,1219.09,1094.6,surge,2025-10-28,10,0.864,A,472983852000,,15.53,2025-10-27,False
2025-11-11,2317,鴻海,246.5,50821377.0,125.27,242.11,222.19,204.29,surge,2025-10-16,17,0.846,A,3451838888800,2025-11-24,2.23,2025-10-15,False
2025-11-12,2368,金像電,548.0,5759369.0,31.56,462.32,432.49,389.05,gap,2025-11-12,0,0.801,A,279769837200,,15.51,2025-10-29,False
2025-11-12,1303,南亞,49.8,174611856.0,86.96,42.8,40.75,38.64,surge,2025-11-12,0,0.844,A,394954915680,,35.94,2025-11-05,True
2025-11-12,6669,緯穎,4560.0,2586490.0,117.94,4138.58,3617.12,3205.88,surge,2025-11-11,1,0.894,A,847434048000,2025-11-21,2.74,2025-09-26,False
2025-11-12,2408,南亞科,163.0,192259424.0,313.38,131.46,97.38,77.42,surge,2025-11-10,2,0.735,A,505076347700,2025-11-21,2.15,2025-09-03,False
2025-11-12,2344,華邦電,64.8,23237650.0,15.06,53.69,40.59,32.37,surge,2025-11-10,2,0.774,A,291600012960,2025-11-20,10.03,,False
2025-11-12,3443,創意,1885.0,4496509.0,84.76,1643.66,1467.83,1366.45,gap,2025-11-10,2,0.83,A,252612431500,,19.89,2025-10-30,False
2025-11-12,1519,華城,765.0,711087.0,5.44,694.73,634.57,604.02,gap,2025-11-03,7,0.791,A,241648812000,2025-11-21,1.83,2025-10-15,False
2025-11-12,2449,京元電子,210.5,14744014.0,31.04,201.08,174.18,152.07,gap,2025-10-29,10,0.842,A,257387843550,,8.79,2025-10-14,False
2025-11-12,2383,台光電,1345.0,6163802.0,82.9,1309.26,1223.22,1098.74,surge,2025-10-28,11,0.843,A,481941879500,,18.96,2025-10-27,False
2025-11-12,2317,鴻海,251.0,65085447.0,163.36,242.96,223.14,205.06,surge,2025-10-16,18,0.822,A,3514854203200,2025-11-21,0.4,2025-10-15,False
2025-11-13,1303,南亞,53.8,336947705.0,181.28,43.85,41.18,38.89,surge,2025-11-13,0,0.79,A,426678202080,,25.84,2025-11-05,False
2025-11-13,2368,金像電,567.0,25916962.0,146.95,472.29,436.9,391.99,gap,2025-11-12,1,0.777,A,289469886300,2025-11-18,11.64,2025-10-29,False
2025-11-13,2408,南亞科,163.5,363056591.0,593.6,134.51,99.55,78.85,surge,2025-11-10,3,0.744,A,506625661650,2025-11-21,1.83,2025-09-03,False
2025-11-13,2344,華邦電,64.2,32553424.0,20.9,54.69,41.37,32.9,surge,2025-11-10,3,0.79,A,288900012840,2025-11-21,11.06,,False
2025-11-13,3443,創意,1875.0,2946952.0,55.26,1665.69,1481.18,1374.86,gap,2025-11-10,3,0.838,A,251272312500,,20.53,2025-10-30,False
2025-11-13,1519,華城,745.0,1008586.0,7.51,699.52,638.19,606.35,gap,2025-11-03,8,0.818,A,235331196000,,4.56,2025-10-15,False
2025-11-13,2449,京元電子,215.5,18763815.0,40.44,202.45,175.53,153.12,gap,2025-10-29,11,0.831,A,263501569050,,6.26,2025-10-14,False
2025-11-13,2383,台光電,1375.0,3322593.0,45.69,1315.52,1228.19,1103.31,surge,2025-10-28,12,0.822,A,492691512500,,16.36,2025-10-27,False
2025-11-13,2317,鴻海,252.0,90541908.0,228.17,243.82,224.08,205.83,surge,2025-10-16,19,0.819,A,3528857606400,2025-11-21,-4.37,2025-10-15,False
2025-11-14,1303,南亞,55.6,235389305.0,130.88,44.97,41.65,39.17,surge,2025-11-13,1,0.767,A,440953680960,,21.76,2025-11-05,False
2025-11-14,2368,金像電,544.0,12361628.0,67.25,479.12,440.41,394.51,gap,2025-11-12,2,0.812,A,277727721600,,16.36,2025-10-29,False
2025-11-14,2408,南亞科,158.5,219349095.0,347.67,136.8,101.48,80.16,surge,2025-11-10,4,0.782,A,491132522150,2025-11-21,5.05,2025-09-03,False
2025-11-14,2344,華邦電,60.3,34688969.0,20.92,55.23,41.99,33.35,surge,2025-11-10,4,0.852,A,271350012060,2025-11-21,23.71,,False
2025-11-14,3443,創意,1880.0,3327596.0,62.56,1686.1,1494.26,1383.21,gap,2025-11-10,4,0.839,A,251942372000,,21.01,2025-10-30,False
2025-11-14,1519,華城,722.0,1116653.0,8.06,701.66,640.94,608.27,gap,2025-11-03,9,0.849,A,228065937600,,11.77,2025-10-15,False
2025-11-14,2449,京元電子,208.5,18485760.0,38.54,203.03,176.61,154.04,gap,2025-10-29,12,0.867,A,254942353350,,10.31,2025-10-14,False
2025-11-14,2383,台光電,1380.0,4781594.0,65.99,1321.66,1233.17,1107.88,surge,2025-10-28,13,0.818,A,494483118000,,16.3,2025-10-27,False
2025-11-17,2344,華邦電,66.2,45241959.0,29.95,56.27,42.78,33.89,gap,2025-11-17,0,0.828,A,297900013240,2025-11-19,12.69,,False
2025-11-17,1303,南亞,56.5,216309874.0,122.22,46.07,42.14,39.46,surge,2025-11-13,2,0.756,A,448091420400,,19.82,2025-11-05,False
2025-11-17,2368,金像電,537.0,12112596.0,65.04,484.63,443.57,396.86,gap,2025-11-12,3,0.826,A,274154019300,,17.88,2025-10-29,False
2025-11-17,2408,南亞科,166.5,188655297.0,314.11,139.63,103.61,81.59,surge,2025-11-10,5,0.756,A,515921545350,2025-11-21,-1.8,2025-09-03,False
2025-11-17,3443,創意,1940.0,6002769.0,116.45,1710.28,1508.87,1392.41,gap,2025-11-10,5,0.817,A,259983086000,,17.27,2025-10-30,False
2025-11-17,1519,華城,738.0,617266.0,4.56,705.12,644.12,610.41,gap,2025-11-03,10,0.833,A,233120030400,,9.35,2025-10-15,False
2025-11-17,2449,京元電子,213.5,30242060.0,64.57,204.03,177.82,155.02,gap,2025-10-29,13,0.846,A,261056078850,,7.73,2025-10-14,False
2025-11-17,2383,台光電,1450.0,5649057.0,81.91,1333.88,1240.28,1113.54,surge,2025-10-28,14,0.777,A,519565595000,,10.69,2025-10-27,False
2025-11-18,1303,南亞,57.3,237895796.0,136.31,47.14,42.63,39.75,surge,2025-11-13,3,0.746,A,454436077680,2025-11-26,18.15,2025-11-05,False
2025-11-18,2368,金像電,507.0,11809584.0,59.87,486.76,445.65,398.68,gap,2025-11-12,4,0.879,A,258838152300,,24.85,2025-10-29,False
2025-11-18,2408,南亞科,160.5,192854043.0,309.53,141.61,105.48,82.89,surge,2025-11-10,6,0.794,A,497329777950,2025-11-21,1.87,2025-09-03,False
2025-11-18,3443,創意,1870.0,3961566.0,74.08,1725.5,1520.71,1400.3,gap,2025-11-10,6,0.851,A,250602253000,,21.66,2025-10-30,False
2025-11-18,2383,台光電,1350.0,4537549.0,61.26,1335.42,1243.88,1117.45,surge,2025-10-28,15,0.838,A,483733485000,,18.89,2025-10-27,False
2025-11-19,1303,南亞,53.8,141242686.0,75.99,47.77,43.0,39.98,surge,2025-11-13,4,0.795,A,426678202080,,25.84,2025-11-05,False
2025-11-19,2368,金像電,522.0,14258003.0,74.43,490.12,448.16,400.72,gap,2025-11-12,5,0.858,A,266496085800,,21.26,2025-10-29,False
2025-11-19,2408,南亞科,160.0,153622899.0,245.8,143.36,107.27,84.17,surge,2025-11-10,7,0.806,A,495780464000,2025-11-21,2.81,,False
2025-11-19,3443,創意,1900.0,3117620.0,59.23,1742.11,1533.15,1408.56,gap,2025-11-10,7,0.84,A,254622610000,,19.74,2025-10-30,False
2025-11-19,1519,華城,750.0,1152161.0,8.64,709.56,649.59,614.29,gap,2025-11-03,12,0.827,A,236910600000,,7.6,2025-10-15,False
2025-11-19,2383,台光電,1330.0,3601315.0,47.9,1334.9,1246.7,1120.96,surge,2025-10-28,16,0.852,A,476567063000,,20.68,2025-10-27,False
2025-11-20,2368,金像電,574.0,15605248.0,89.57,498.11,452.28,403.58,gap,2025-11-20,0,0.83,A,293043588600,,10.28,2025-10-29,False
2025-11-20,1303,南亞,56.6,187213322.0,105.96,48.61,43.45,40.26,surge,2025-11-13,5,0.757,A,448884502560,,19.61,2025-11-05,False
2025-11-20,2408,南亞科,155.5,405613000.0,630.73,144.52,108.85,85.35,surge,2025-11-10,8,0.842,A,481836638450,2025-11-26,9.32,,False
2025-11-20,3443,創意,1965.0,5355055.0,105.23,1763.34,1547.31,1417.76,gap,2025-11-10,8,0.809,A,263333383500,,15.78,2025-10-30,False
2025-11-20,1519,華城,739.0,7500722.0,55.43,712.36,652.52,616.35,gap,2025-11-03,13,0.843,A,233435911200,,9.2,2025-10-15,False
2025-11-21,1303,南亞,52.5,87722137.0,46.05,48.98,43.74,40.46,surge,2025-11-13,6,0.817,A,416368134000,,28.95,2025-11-05,False
2025-11-21,3443,創意,1850.0,3736692.0,69.13,1771.6,1557.23,1424.9,gap,2025-11-10,9,0.856,A,247922015000,,22.97,2025-10-30,False
2025-11-24,3443,創意,1980.0,6027231.0,119.34,1791.44,1571.09,1434.08,surge,2025-11-24,0,0.878,A,265343562000,,14.9,2025-10-30,False
2025-11-24,1303,南亞,54.8,89940447.0,49.29,49.54,44.1,40.7,surge,2025-11-13,7,0.782,A,434609023680,,23.54,2025-11-05,False
2025-11-25,3443,創意,2175.0,6955259.0,151.28,1827.97,1590.89,1446.33,surge,2025-11-25,0,0.808,A,291475882500,,4.6,2025-10-30,False
2025-11-25,2368,金像電,594.0,21699345.0,128.89,514.9,462.71,411.29,surge,2025-11-25,0,0.84,A,303254166600,,9.6,2025-10-29,False
2025-11-25,1303,南亞,52.4,126477283.0,66.27,49.81,44.38,40.89,surge,2025-11-13,8,0.817,A,415575051840,,29.2,2025-11-05,False
2025-11-26,3443,創意,2170.0,5044569.0,109.47,1860.55,1609.88,1458.29,surge,2025-11-25,1,0.816,A,290805823000,,4.84,2025-10-30,False
2025-11-26,2368,金像電,610.0,23847965.0,145.47,523.95,467.54,414.57,surge,2025-11-25,1,0.825,A,311422629000,,9.51,2025-10-29,False
2025-11-26,1303,南亞,51.1,68850257.0,35.18,49.93,44.6,41.06,surge,2025-11-13,9,0.839,A,405264983760,,32.49,2025-11-05,False
2025-11-27,3443,創意,2135.0,4284476.0,91.47,1886.68,1627.1,1469.47,surge,2025-11-25,2,0.838,A,286115406500,,6.56,2025-10-30,False
2025-11-27,2368,金像電,627.0,18674852.0,117.09,533.77,472.77,418.09,surge,2025-11-25,2,0.81,A,320101620300,,11.16,2025-10-29,False
2025-11-28,1303,南亞,59.0,252999258.0,149.27,51.34,45.44,41.6,surge,2025-11-27,1,0.832,A,467918474400,,14.75,2025-11-05,False
2025-11-28,3443,創意,2260.0,4335823.0,97.99,1922.24,1647.85,1482.54,surge,2025-11-25,3,0.8,A,302866894000,2025-12-16,0.66,2025-10-30,False
2025-11-28,2368,金像電,633.0,10583556.0,66.99,543.22,478.02,421.64,surge,2025-11-25,3,0.81,A,323164793700,,10.11,2025-10-29,False
2025-12-01,1303,南亞,61.1,234435298.0,143.24,52.27,45.95,41.92,surge,2025-11-27,2,0.81,A,484573199760,,10.8,2025-11-05,False
2025-12-01,3443,創意,2185.0,3064042.0,66.95,1947.26,1665.46,1494.15,surge,2025-11-25,4,0.836,A,292816001500,,4.12,2025-10-30,False
2025-12-01,2368,金像電,622.0,17609699.0,109.53,550.72,482.74,424.95,surge,2025-11-25,4,0.829,A,317548975800,,12.06,2025-10-29,False
2025-12-02,1303,南亞,64.4,234676835.0,151.13,53.42,46.56,42.3,surge,2025-11-27,3,0.776,A,510744911040,2025-12-17,5.12,2025-11-05,False
2025-12-02,3443,創意,2170.0,2456404.0,53.3,1968.48,1682.0,1505.32,surge,2025-11-25,5,0.849,A,290805823000,,4.84,2025-10-30,False
2025-12-02,2368,金像電,600.0,18231392.0,109.39,555.41,486.58,427.84,surge,2025-11-25,5,0.862,A,306317340000,,16.17,2025-10-29,False
2025-12-03,1303,南亞,67.7,262513069.0,177.72,54.78,47.25,42.72,surge,2025-11-27,4,0.746,A,536916622320,2025-12-11,-6.35,2025-11-05,False
2025-12-03,3443,創意,2145.0,2118200.0,45.44,1985.29,1697.18,1515.89,surge,2025-11-25,6,0.866,A,287455525500,,6.06,2025-10-30,False
2025-12-03,2368,金像電,589.0,11243508.0,66.22,558.61,489.94,430.51,surge,2025-11-25,6,0.882,A,300701522100,,18.34,2025-10-29,False
2025-12-04,1303,南亞,63.4,224384126.0,142.26,55.6,47.78,43.06,surge,2025-11-27,5,0.806,A,502814089440,2026-01-02,0.0,2025-11-05,False
2025-12-04,3443,創意,2125.0,1511154.0,32.11,1998.59,1711.21,1525.96,surge,2025-11-25,7,0.883,A,284775287500,,9.18,2025-10-30,False
2025-12-05,1303,南亞,63.4,91640083.0,58.1,56.34,48.29,43.39,surge,2025-11-27,6,0.817,A,502814089440,2026-01-02,0.0,2025-11-05,False
2025-12-05,2454,聯發科,1425.0,7989290.0,113.85,1321.84,1316.99,1329.31,surge,2025-11-26,7,0.847,B,2285574885000,,7.02,2025-11-25,True
2025-12-05,3443,創意,2220.0,3314761.0,73.59,2019.68,1727.89,1537.43,surge,2025-11-25,8,0.851,A,297506418000,,11.94,2025-10-30,False
2025-12-05,2368,金像電,596.0,10012733.0,59.68,564.19,496.34,435.71,surge,2025-11-25,8,0.886,A,304275224400,,16.95,2025-10-29,False
2025-12-05,6669,緯穎,4685.0,1764331.0,82.66,4374.53,3948.33,3493.65,surge,2025-11-11,18,0.893,A,870664148000,2025-12-16,-1.17,2025-11-25,True
2025-12-08,2344,華邦電,67.9,312825078.0,212.41,58.16,48.83,39.23,surge,2025-12-08,0,0.873,A,305550013580,,56.85,2025-12-03,True
2025-12-08,1303,南亞,63.4,106385560.0,67.45,57.02,48.79,43.72,surge,2025-11-27,7,0.828,A,502814089440,2026-01-02,2.05,2025-11-05,False
2025-12-08,2454,聯發科,1440.0,6112182.0,88.02,1333.09,1321.03,1331.14,surge,2025-11-26,8,0.835,B,2309633568000,,5.9,2025-11-25,False
2025-12-08,3443,創意,2155.0,2485540.0,53.56,2032.57,1741.89,1547.64,surge,2025-11-25,9,0.884,A,288795644500,,15.55,2025-10-30,False
2025-12-09,2344,華邦電,71.3,595084386.0,424.3,59.41,49.57,39.76,surge,2025-12-08,1,0.828,A,320850014260,,52.17,2025-12-03,False
2025-12-09,1303,南亞,62.1,91971053.0,57.11,57.5,49.22,44.03,surge,2025-11-27,8,0.858,A,492504021360,2026-01-05,7.89,2025-11-05,False
2025-12-09,2454,聯發科,1420.0,5330190.0,75.69,1341.37,1324.27,1332.61,surge,2025-11-26,9,0.844,B,2277555324000,,7.39,2025-11-25,False
2025-12-09,2404,漢唐,830.0,5266121.0,43.71,800.58,833.95,808.05,gap,2025-11-13,18,0.899,A,158186961000,,22.89,2025-12-05,True
2025-12-10,2345,智邦,1090.0,12245842.0,133.48,999.83,986.89,936.45,surge,2025-12-10,0,0.898,A,611618511000,,16.06,2025-12-08,True
2025-12-10,2344,華邦電,67.5,408320544.0,275.62,60.18,50.15,40.22,surge,2025-12-08,2,0.87,A,303750013500,,60.74,2025-12-03,False
2025-12-10,1303,南亞,61.4,72310843.0,44.4,57.87,49.62,44.32,surge,2025-11-27,9,0.88,A,486952446240,,9.12,2025-11-05,False
2025-12-10,2454,聯發科,1460.0,9199887.0,134.32,1352.67,1328.72,1334.71,surge,2025-11-26,10,0.818,B,2341711812000,,4.45,2025-11-25,False
2025-12-10,3443,創意,2160.0,2322115.0,50.16,2051.81,1767.43,1566.99,surge,2025-11-25,11,0.882,A,289465704000,,15.28,2025-10-30,False
2025-12-10,2383,台光電,1600.0,4569960.0,73.12,1444.58,1331.92,1195.95,surge,2025-11-25,11,0.853,A,573313760000,,5.94,2025-11-24,True
2025-12-10,2368,金像電,616.0,12942431.0,79.73,573.72,506.23,443.73,surge,2025-11-25,11,0.882,A,314485802400,,13.15,2025-10-29,False
