date,stock_code,stock_name,close,volume,turnover,ema20,ema60,ema120,signal_type,entry_date,d,r20,scenario,market_cap,exit_10pct_date,max_return_20d,ema20_cross_date,first_r_date
2024-06-03,3443,創意,1570.0,3859388.0,60.59,1414.03,1371.76,1412.5,surge,2024-06-03,0,0.887,B,210398683000,,7.01,2024-05-20,False
2024-06-03,2105,正新,61.8,38773099.0,23.96,55.02,50.88,48.42,gap,2024-05-22,8,0.81,A,200319477900,2024-06-05,-0.49,2024-05-20,False
2024-06-03,2345,智邦,525.0,2686167.0,14.1,499.26,482.31,481.89,gap,2024-05-20,10,0.884,A,294586897500,,40.0,2024-05-03,False
2024-06-03,6446,藥華藥,427.5,820995.0,3.51,396.0,358.54,348.17,gap,2024-05-20,10,0.792,A,162291568500,,36.14,2024-05-09,False
2024-06-03,2609,陽明,75.9,179063615.0,135.91,69.29,58.62,54.0,surge,2024-05-14,14,0.741,A,265050716370,,10.28,2024-04-23,False
2024-06-03,2603,長榮,215.5,36534715.0,78.73,205.5,186.79,170.85,gap,2024-05-13,15,0.837,A,466566766500,2024-06-12,6.26,2024-04-23,False
2024-06-04,2540,愛山林,174.5,1644611.0,2.87,154.94,132.84,116.24,surge,2024-05-31,2,0.897,A,164880530450,2024-06-14,13.18,2024-05-20,True
2024-06-04,2105,正新,61.5,26784475.0,16.47,55.64,51.23,48.64,gap,2024-05-22,9,0.817,A,199347053250,2024-06-05,-12.85,2024-05-20,False
2024-06-04,2345,智邦,535.0,4877936.0,26.1,502.67,484.03,482.76,gap,2024-05-20,11,0.869,A,300198076500,,37.38,2024-05-03,False
2024-06-04,6446,藥華藥,430.0,1118195.0,4.81,399.24,360.88,349.52,gap,2024-05-20,11,0.793,A,163240642000,,35.35,2024-05-09,False
2024-06-04,2609,陽明,75.7,95446594.0,72.25,69.9,59.18,54.36,surge,2024-05-14,15,0.758,A,264352295510,,10.57,2024-04-23,False
2024-06-04,2603,長榮,211.0,32512482.0,68.6,206.02,187.58,171.51,gap,2024-05-13,16,0.855,A,456824073000,,8.53,2024-04-23,False
2024-06-05,3443,創意,1580.0,2781951.0,43.95,1440.26,1383.76,1417.26,surge,2024-06-03,2,0.886,B,211738802000,,6.33,2024-05-20,False
2024-06-05,2540,愛山林,186.0,5398989.0,10.04,157.9,134.59,117.39,surge,2024-05-31,3,0.838,A,175746582600,2024-06-14,11.02,2024-05-20,False
2024-06-05,2345,智邦,528.0,2991124.0,15.79,505.08,485.48,483.51,gap,2024-05-20,12,0.885,A,296270251200,,39.2,2024-05-03,False
2024-06-05,2609,陽明,80.4,257244147.0,206.82,70.9,59.88,54.79,surge,2024-05-14,16,0.729,A,280765185720,2024-06-12,4.1,2024-04-23,False
2024-06-05,2603,長榮,217.0,55478389.0,120.39,207.07,188.55,172.27,gap,2024-05-13,17,0.835,A,469814331000,2024-06-12,5.53,2024-04-23,False
2024-06-06,2540,愛山林,183.5,3669820.0,6.73,160.33,136.19,118.49,surge,2024-05-31,4,0.844,A,173384397350,2024-06-14,12.53,2024-05-20,False
2024-06-06,2345,智邦,544.0,9393607.0,51.1,508.79,487.39,484.51,gap,2024-05-20,13,0.865,A,305248137600,,35.11,2024-05-03,False
2024-06-06,2609,陽明,83.7,320668936.0,268.4,72.12,60.66,55.27,surge,2024-05-14,17,0.726,A,292289129910,2024-06-11,-0.96,2024-04-23,False
2024-06-06,2603,長榮,222.0,48145304.0,106.88,208.49,189.64,173.09,gap,2024-05-13,18,0.836,A,480639546000,2024-06-11,3.15,2024-04-23,False
2024-06-07,3443,創意,1605.0,4138240.0,66.42,1464.97,1396.13,1422.44,surge,2024-06-03,4,0.88,B,215089099500,2024-06-14,4.67,2024-05-20,False
2024-06-07,2540,愛山林,182.0,1868827.0,3.4,162.4,137.69,119.54,surge,2024-05-31,5,0.846,A,171967086200,2024-06-14,13.46,2024-05-20,False
2024-06-07,2345,智邦,532.0,4920215.0,26.18,511.0,488.86,485.3,gap,2024-05-20,14,0.893,A,298514722800,,38.16,2024-05-03,False
2024-06-07,2609,陽明,82.9,230299115.0,190.92,73.15,61.39,55.73,surge,2024-05-14,18,0.767,A,289495446470,2024-06-12,-4.83,2024-04-23,False
2024-06-07,2603,長榮,218.0,40210450.0,87.66,209.39,190.57,173.83,gap,2024-05-13,19,0.888,A,471979374000,2024-06-12,5.05,2024-04-23,False
2024-06-11,1519,華城,792.0,12387880.0,98.11,726.78,706.53,614.95,surge,2024-06-07,1,0.899,A,250177593600,2024-06-14,28.16,2024-06-06,True
2024-06-11,2540,愛山林,177.0,2020497.0,3.58,163.79,138.98,120.49,surge,2024-05-31,6,0.865,A,167242715700,2024-06-14,16.67,2024-05-20,False
2024-06-11,2609,陽明,74.7,329806160.0,246.37,73.29,61.82,56.04,surge,2024-05-14,19,0.892,A,260860191210,2024-07-09,5.62,2024-04-23,False
2024-06-12,2540,愛山林,183.0,2946899.0,5.39,165.62,140.42,121.52,surge,2024-05-31,7,0.832,A,172911960300,2024-06-14,12.84,2024-05-20,False
2024-06-12,2317,鴻海,187.5,126289783.0,236.79,174.44,158.31,141.96,gap,2024-05-21,15,0.895,A,2625638100000,,20.8,2024-05-20,False
2024-06-13,1519,華城,837.0,14227589.0,119.08,742.56,713.39,621.43,surge,2024-06-07,3,0.844,A,264392229600,2024-06-14,21.27,2024-06-06,False
2024-06-13,4938,和碩,116.5,16187291.0,18.86,107.6,100.6,94.75,gap,2024-06-03,7,0.879,A,312472234150,2024-06-14,3.0,2024-05-20,True
2024-06-13,2540,愛山林,184.5,1024728.0,1.89,167.42,141.87,122.56,surge,2024-05-31,8,0.822,A,174329271450,2024-06-14,11.92,2024-05-20,False
2024-06-13,2454,聯發科,1385.0,13667003.0,189.29,1242.91,1154.3,1081.83,surge,2024-05-27,12,0.859,A,2221418397000,,8.3,2024-05-03,False
2024-06-13,2317,鴻海,192.0,148512198.0,285.14,176.11,159.42,142.79,gap,2024-05-21,16,0.869,A,2688653414400,,17.97,2024-05-20,False
2024-06-13,2345,智邦,543.0,4228035.0,22.96,517.6,493.36,487.77,gap,2024-05-20,17,0.898,A,304687019700,,35.36,2024-05-03,False
2024-06-14,3533,嘉澤,1950.0,812758.0,15.85,1613.45,1476.0,1327.07,gap,2024-06-14,0,0.825,A,219442665000,2024-06-17,-10.26,2024-06-11,True
2024-06-14,2345,智邦,735.0,4764059.0,35.02,538.31,501.28,491.86,gap,2024-06-14,0,0.72,A,412421656500,2024-06-17,-21.36,2024-05-03,False
2024-06-14,2308,台達電,425.5,6394787.0,27.21,345.46,328.57,321.37,gap,2024-06-14,0,0.797,A,1105254674150,2024-06-17,2.0,2024-05-31,True
2024-06-14,2330,台積電,1085.0,47331164.0,513.54,883.71,819.59,756.82,gap,2024-06-14,0,0.804,A,28136789082500,2024-06-17,-0.46,2024-05-31,True
2024-06-14,6446,藥華藥,580.0,1146367.0,6.65,448.89,388.53,365.3,gap,2024-06-14,0,0.761,A,220185052000,2024-06-17,2.24,2024-05-09,False
2024-06-14,2360,致茂,398.0,3694284.0,14.7,292.68,270.75,256.6,gap,2024-06-14,0,0.717,A,169247788600,2024-06-17,-15.08,2024-06-05,True
2024-06-14,2610,華航,26.35,49640890.0,13.08,22.85,21.69,21.27,gap,2024-06-14,0,0.859,A,161261075115,2024-06-17,-6.07,2024-05-20,True
2024-06-14,2618,長榮航,45.3,85216221.0,38.6,36.88,35.01,33.73,gap,2024-06-14,0,0.799,A,244640126789,2024-06-17,-14.13,2024-06-04,True
2024-06-14,2454,聯發科,1420.0,6198374.0,88.02,1259.78,1163.01,1087.42,surge,2024-05-27,13,0.842,A,2277555324000,,5.63,2024-05-03,False
2024-06-14,2317,鴻海,184.5,47937386.0,88.44,176.91,160.24,143.48,gap,2024-05-21,17,0.898,A,2583627890400,,22.76,2024-05-20,False
2024-06-14,2059,川湖,1500.0,1039962.0,15.6,1236.24,1227.05,1158.76,gap,2024-05-20,18,0.857,A,142945650000,2024-06-17,-8.33,2024-06-13,True
2024-06-17,1519,華城,905.0,16390634.0,148.34,726.26,709.42,623.78,gap,2024-06-17,0,0.786,A,285872124000,,12.15,2024-06-14,True
2024-06-17,2317,鴻海,200.0,90945035.0,181.89,179.76,162.31,145.08,gap,2024-06-17,0,0.883,A,2800680640000,,13.25,2024-05-20,False
2024-06-17,5269,祥碩,2210.0,895612.0,19.79,2018.6,1998.17,1920.25,gap,2024-06-17,0,0.899,A,165257391000,2024-07-05,7.01,2024-05-22,False
2024-06-17,2454,聯發科,1380.0,4762970.0,65.73,1285.04,1178.27,1097.66,surge,2024-05-27,14,0.867,A,2213398836000,,8.7,2024-05-03,False
2024-06-18,3443,創意,1680.0,6259164.0,105.15,1504.05,1426.1,1435.35,gap,2024-06-18,0,0.889,B,225139992000,,-2.68,2024-06-14,True
2024-06-18,1519,華城,945.0,14062766.0,132.89,747.09,717.14,629.09,gap,2024-06-17,1,0.751,A,298507356000,,7.41,2024-06-14,False
2024-06-18,2317,鴻海,198.5,93439720.0,185.48,181.55,163.5,145.96,gap,2024-06-17,1,0.891,A,2779675535200,,14.11,2024-05-20,False
2024-06-18,2540,愛山林,188.0,1303498.0,2.45,158.74,141.36,123.49,gap,2024-06-17,1,0.845,A,177636330800,,17.02,2024-06-14,True
2024-06-18,5269,祥碩,2250.0,1273286.0,28.65,2040.64,2006.43,1925.7,gap,2024-06-17,1,0.884,A,168248475000,2024-07-04,5.11,2024-05-22,False
2024-06-18,2454,聯發科,1405.0,7868192.0,110.55,1296.46,1185.71,1102.74,surge,2024-05-27,15,0.856,A,2253496641000,,6.76,2024-05-03,False
2024-06-19,2382,廣達,316.0,111394537.0,352.01,282.76,270.61,255.94,surge,2024-06-19,0,0.892,A,1220590258400,,7.91,2024-06-14,True
2024-06-19,6669,緯穎,2965.0,3933016.0,116.61,2636.04,2489.21,2305.61,surge,2024-06-19,0,0.886,A,551017972000,2024-06-24,-0.34,2024-06-14,True
2024-06-19,1519,華城,930.0,1536291.0,14.29,764.51,724.12,634.07,gap,2024-06-17,2,0.772,A,293769144000,,9.14,2024-06-14,False
2024-06-19,2317,鴻海,203.0,176031571.0,357.34,183.59,164.79,146.91,gap,2024-06-17,2,0.877,A,2842690849600,,11.58,2024-05-20,False
2024-06-19,2540,愛山林,191.0,1745661.0,3.33,161.81,142.99,124.61,gap,2024-06-17,2,0.856,A,180470953100,,16.75,2024-06-14,False
2024-06-19,5269,祥碩,2365.0,2009133.0,47.52,2071.53,2018.19,1932.96,gap,2024-06-17,2,0.846,A,176847841500,2024-06-24,-2.33,2024-05-22,False
2024-06-19,2330,台積電,981.0,76684138.0,752.27,915.19,839.78,771.33,gap,2024-06-14,3,0.883,A,25439806534500,,10.09,2024-05-31,False
2024-06-19,2360,致茂,317.5,4121742.0,13.09,306.47,278.93,261.78,gap,2024-06-14,3,0.896,A,135015509750,,8.66,2024-06-05,False
2024-06-19,2454,聯發科,1485.0,12145736.0,180.36,1314.42,1195.52,1109.06,surge,2024-05-27,16,0.801,A,2381809617000,2024-07-17,1.01,2024-05-03,False
2024-06-20,2317,鴻海,217.5,180562091.0,392.72,186.82,166.52,148.07,surge,2024-06-20,0,0.837,A,3045740196000,,4.14,2024-05-20,False
2024-06-20,2382,廣達,330.0,73255020.0,241.74,287.26,272.55,257.16,surge,2024-06-19,1,0.854,A,1274667042000,,3.33,2024-06-14,False
2024-06-20,6669,緯穎,2955.0,1742257.0,51.48,2666.42,2504.49,2316.35,surge,2024-06-19,1,0.89,A,549159564000,2024-06-25,-5.25,2024-06-14,False
2024-06-20,1519,華城,945.0,1009332.0,9.54,781.7,731.36,639.21,gap,2024-06-17,3,0.759,A,298507356000,,7.41,2024-06-14,False
2024-06-20,2540,愛山林,187.0,3260957.0,6.1,164.21,144.43,125.64,gap,2024-06-17,3,0.876,A,176691456700,,19.25,2024-06-14,False
2024-06-20,4938,和碩,120.0,13204731.0,15.85,108.94,102.19,96.12,gap,2024-06-17,3,0.899,A,321859812000,2024-06-27,-0.83,2024-06-14,True
2024-06-20,5269,祥碩,2310.0,1338249.0,30.91,2094.24,2027.75,1939.19,gap,2024-06-17,3,0.869,A,172735101000,2024-06-24,-3.03,2024-05-22,False
2024-06-20,2330,台積電,981.0,52144900.0,511.54,921.45,844.41,774.8,gap,2024-06-14,4,0.884,A,25439806534500,,10.09,2024-05-31,False
2024-06-20,2454,聯發科,1500.0,7215413.0,108.23,1332.09,1205.5,1115.52,surge,2024-05-27,17,0.797,A,2405868300000,2024-07-05,-0.67,2024-05-03,False
2024-06-21,2317,鴻海,212.0,174076905.0,369.04,189.22,168.01,149.13,surge,2024-06-20,1,0.862,A,2968721478400,,6.84,2024-05-20,False
2024-06-21,2382,廣達,319.5,52479029.0,167.67,290.33,274.09,258.19,surge,2024-06-19,2,0.882,A,1234109454300,,6.73,2024-06-14,False
2024-06-21,1519,華城,947.0,792056.0,7.5,797.44,738.43,644.29,gap,2024-06-17,4,0.759,A,299139117600,,7.18,2024-06-14,False
2024-06-21,2308,台達電,383.0,29038438.0,111.22,358.0,336.77,326.38,gap,2024-06-14,5,0.887,A,994859083900,,13.32,2024-06-18,True
2024-06-21,2330,台積電,970.0,97995843.0,950.56,926.08,848.53,778.03,gap,2024-06-14,5,0.895,A,25154548765000,,11.34,2024-05-31,False
2024-06-21,2360,致茂,326.0,3115961.0,10.16,308.64,281.46,263.62,gap,2024-06-14,5,0.88,A,138630098200,,5.83,2024-06-05,False
2024-06-21,2454,聯發科,1490.0,12105025.0,180.36,1347.13,1214.83,1121.71,surge,2024-05-27,18,0.805,A,2389829178000,2024-07-17,-2.01,2024-05-03,False
2024-06-24,2317,鴻海,206.0,109548050.0,225.67,190.82,169.26,150.07,surge,2024-06-20,2,0.89,A,2884701059200,,9.95,2024-05-20,False
2024-06-24,1519,華城,900.0,1019414.0,9.17,807.21,743.73,648.52,gap,2024-06-17,5,0.802,A,284292720000,,12.78,2024-06-14,False
2024-06-24,2540,愛山林,193.5,2633050.0,5.09,168.7,147.3,127.71,gap,2024-06-17,5,0.853,A,182833138350,,15.25,2024-06-14,False
2024-06-24,2454,聯發科,1410.0,9608976.0,135.49,1353.12,1221.23,1126.48,surge,2024-05-27,19,0.848,A,2261516202000,2024-07-19,3.55,2024-05-03,False
2024-06-25,2317,鴻海,211.0,121206515.0,255.75,192.74,170.63,151.08,surge,2024-06-20,3,0.871,A,2954718075200,,7.35,2024-05-20,False
2024-06-25,1519,華城,920.0,1270288.0,11.69,817.95,749.51,653.01,gap,2024-06-17,6,0.786,A,290610336000,,10.33,2024-06-14,False
2024-06-25,2540,愛山林,188.5,3715904.0,7.0,170.59,148.65,128.71,gap,2024-06-17,6,0.881,A,178108767850,,18.3,2024-06-14,False
2024-06-25,2308,台達電,387.0,19788113.0,76.58,362.36,339.68,328.2,gap,2024-06-14,7,0.882,A,1005249257100,,12.14,2024-06-18,False
2024-06-26,2317,鴻海,210.0,110939569.0,232.97,194.38,171.92,152.05,surge,2024-06-20,4,0.875,A,2940714672000,,7.86,2024-05-20,False
2024-06-26,1519,華城,919.0,421334.0,3.87,827.58,755.07,657.4,gap,2024-06-17,7,0.785,A,290294455200,2024-07-26,10.45,2024-06-14,False
2024-06-26,2540,愛山林,186.5,1460242.0,2.72,172.1,149.89,129.67,gap,2024-06-17,7,0.896,A,176219019650,,19.57,2024-06-14,False
2024-06-26,2308,台達電,385.0,14089707.0,54.25,364.52,341.16,329.14,gap,2024-06-14,8,0.885,A,1000054170500,,12.73,2024-06-18,False
2024-06-26,2360,致茂,321.0,1853257.0,5.95,311.0,284.9,266.25,gap,2024-06-14,8,0.896,A,136503869700,2024-07-26,7.48,2024-06-05,False
2024-06-27,2317,鴻海,212.5,85520365.0,181.73,196.11,173.25,153.05,surge,2024-06-20,5,0.864,A,2975723180000,,6.59,2024-05-20,False
2024-06-27,1519,華城,925.0,655523.0,6.06,836.85,760.64,661.83,gap,2024-06-17,8,0.779,A,292189740000,2024-07-26,9.73,2024-06-14,False
2024-06-27,2540,愛山林,190.0,634361.0,1.21,173.81,151.2,130.66,gap,2024-06-17,8,0.886,A,179526079000,,17.37,2024-06-14,False
2024-06-27,2308,台達電,386.5,8337145.0,32.22,366.61,342.65,330.08,gap,2024-06-14,9,0.881,A,1003950485450,,12.29,2024-06-18,False
2024-06-28,2317,鴻海,214.0,76615716.0,163.96,197.81,174.58,154.06,surge,2024-06-20,6,0.859,A,2996728284800,2024-07-22,5.84,2024-05-20,False
2024-06-28,2382,廣達,312.0,19813400.0,61.82,297.06,279.18,262.1,surge,2024-06-19,7,0.895,A,1205139748800,2024-07-26,9.29,2024-06-14,False
2024-06-28,1519,華城,945.0,663534.0,6.27,847.15,766.68,666.51,gap,2024-06-17,9,0.761,A,298507356000,2024-07-26,7.41,2024-06-14,False
2024-06-28,2408,南亞科,69.7,10899881.0,7.6,65.69,65.17,66.06,gap,2024-06-17,9,0.88,B,215974364630,2024-07-22,6.89,2024-06-14,True
2024-06-28,2308,台達電,387.5,14760322.0,57.2,368.6,344.12,331.03,gap,2024-06-14,10,0.878,A,1006548028750,,12.0,2024-06-18,False
2024-06-28,2330,台積電,966.0,42998776.0,415.37,937.67,864.82,792.13,gap,2024-06-14,10,0.899,A,25050818667000,,11.8,2024-05-31,False
2024-06-28,2360,致茂,318.0,1401278.0,4.46,312.01,286.94,267.9,gap,2024-06-14,10,0.899,A,135228132600,2024-07-26,8.49,2024-06-05,False
2024-07-01,6446,藥華藥,582.0,6326215.0,36.82,503.25,432.47,393.48,surge,2024-06-26,3,0.823,A,220944310800,,13.06,2024-05-09,False
2024-07-01,2317,鴻海,216.0,74505315.0,160.93,199.54,175.94,155.08,surge,2024-06-20,7,0.853,A,3024735091200,2024-07-22,4.86,2024-05-20,False
2024-07-01,1519,華城,936.0,460184.0,4.31,855.62,772.23,670.96,gap,2024-06-17,10,0.769,A,295664428800,2024-07-26,8.44,2024-06-14,False
2024-07-01,2540,愛山林,196.5,2493692.0,4.9,177.11,153.82,132.67,gap,2024-06-17,10,0.866,A,185667760650,,13.49,2024-06-14,False
2024-07-01,2408,南亞科,69.0,11824407.0,8.16,66.01,65.29,66.11,gap,2024-06-17,10,0.884,B,213805325100,2024-07-22,7.97,2024-06-14,False
2024-07-01,2308,台達電,390.5,8321690.0,32.5,370.68,345.64,332.02,gap,2024-06-14,11,0.874,A,1014340658650,,11.14,2024-06-18,False
2024-07-01,2360,致茂,317.5,1642364.0,5.21,312.54,287.94,268.72,gap,2024-06-14,11,0.898,A,135015509750,2024-07-26,8.66,2024-06-05,False
2024-07-02,1519,華城,955.0,744706.0,7.11,865.08,778.23,675.66,gap,2024-06-17,11,0.754,A,301666164000,2024-07-26,6.28,2024-06-14,False
2024-07-02,2540,愛山林,197.5,1360191.0,2.69,179.05,155.26,133.74,gap,2024-06-17,11,0.86,A,186612634750,,12.91,2024-06-14,False
2024-07-02,2408,南亞科,68.3,15861565.0,10.83,66.23,65.39,66.14,gap,2024-06-17,11,0.888,B,211636285570,2024-07-23,9.08,2024-06-14,False
2024-07-02,2308,台達電,383.0,10649997.0,40.79,371.86,346.87,332.86,gap,2024-06-14,12,0.897,A,994859083900,,13.32,2024-06-18,False
2024-07-03,2408,南亞科,73.7,47163429.0,34.76,66.94,65.67,66.27,surge,2024-07-03,0,0.894,B,228368876230,2024-07-19,1.09,2024-06-14,False
2024-07-03,1519,華城,970.0,720776.0,6.99,875.07,784.51,680.52,gap,2024-06-17,12,0.745,A,306404376000,2024-07-22,4.64,2024-06-14,False
2024-07-03,2540,愛山林,197.5,766899.0,1.51,180.81,156.64,134.79,gap,2024-06-17,12,0.859,A,186612634750,,12.91,2024-06-14,False
2024-07-03,2834,臺企銀,18.75,50727881.0,9.51,17.68,16.84,15.98,gap,2024-06-17,12,0.896,A,182213658750,,2.4,2024-06-14,True
2024-07-03,2383,台光電,492.5,10321856.0,50.84,470.02,451.67,436.48,gap,2024-06-14,13,0.891,A,176473141750,2024-07-19,3.35,2024-06-24,True
2024-07-04,2408,南亞科,74.1,28617209.0,21.21,67.62,65.94,66.4,surge,2024-07-03,1,0.891,B,229608327389,2024-07-19,0.54,2024-06-14,False
2024-07-04,2317,鴻海,214.5,112375851.0,241.05,201.65,178.94,157.63,surge,2024-06-20,10,0.875,A,3003729986400,2024-07-22,5.59,2024-05-20,False
2024-07-04,1519,華城,1015.0,1588215.0,16.12,888.4,792.07,686.05,gap,2024-06-17,13,0.716,A,320619012000,2024-07-08,-5.42,2024-06-14,False
2024-07-04,2540,愛山林,206.5,1965091.0,4.06,183.25,158.28,135.98,gap,2024-06-17,13,0.819,A,195116501650,2024-08-05,7.99,2024-06-14,False
2024-07-04,2834,臺企銀,18.75,23363638.0,4.38,17.78,16.9,16.03,gap,2024-06-17,13,0.897,A,182213658750,,2.4,2024-06-14,False
2024-07-04,2330,台積電,1005.0,47251502.0,474.88,951.52,879.02,804.14,gap,2024-06-14,14,0.885,A,26062187122500,2024-08-02,7.46,2024-05-31,False
2024-07-04,2383,台光電,494.0,3694062.0,18.25,472.31,453.05,437.43,gap,2024-06-14,14,0.891,A,177010623400,2024-07-19,3.04,2024-06-24,False
2024-07-05,2408,南亞科,73.9,9913473.0,7.33,68.22,66.2,66.52,surge,2024-07-03,2,0.896,B,228988601810,2024-07-19,0.81,2024-06-14,False
2024-07-05,2317,鴻海,214.5,44877435.0,96.26,202.88,180.11,158.57,surge,2024-06-20,11,0.881,A,3003729986400,2024-07-22,5.59,2024-05-20,False
2024-07-05,2382,廣達,312.0,14386413.0,44.89,301.76,283.73,265.84,surge,2024-06-19,12,0.898,A,1205139748800,2024-07-26,9.29,2024-06-14,False
2024-07-05,1519,華城,936.0,7139708.0,66.83,892.93,796.79,690.18,gap,2024-06-17,14,0.783,A,295664428800,2024-07-26,2.56,2024-06-14,False
2024-07-05,2540,愛山林,203.5,1814537.0,3.69,185.18,159.76,137.1,gap,2024-06-17,14,0.817,A,192281879350,2024-08-05,9.58,2024-06-14,False
2024-07-05,2834,臺企銀,19.0,24280349.0,4.61,17.9,16.97,16.08,gap,2024-06-17,14,0.884,A,184643174200,,1.05,2024-06-14,False
2024-07-05,2308,台達電,387.0,11967073.0,46.31,374.77,350.3,335.3,gap,2024-06-14,15,0.893,A,1005249257100,,12.14,2024-06-18,False
2024-07-05,2330,台積電,1005.0,21735614.0,218.44,956.62,883.15,807.46,gap,2024-06-14,15,0.892,A,26062187122500,2024-08-02,7.46,2024-05-31,False
2024-07-05,2383,台光電,508.0,7255222.0,36.86,475.71,454.86,438.6,gap,2024-06-14,15,0.869,A,182027118800,2024-07-18,0.2,2024-06-24,False
2024-07-08,2449,京元電子,133.0,44623539.0,59.35,113.24,102.8,96.83,surge,2024-07-08,0,0.822,A,162625098300,2024-07-18,1.5,2024-06-12,True
2024-07-08,2408,南亞科,74.5,11547572.0,8.6,68.82,66.47,66.65,surge,2024-07-03,3,0.891,B,230847778550,2024-07-17,-2.01,2024-06-14,False
2024-07-08,2317,鴻海,226.5,116266597.0,263.34,205.13,181.63,159.69,surge,2024-06-20,12,0.841,A,3171770824800,2024-07-22,-0.44,2024-05-20,False
2024-07-08,2382,廣達,319.5,28788552.0,91.98,303.45,284.91,266.73,surge,2024-06-19,13,0.877,A,1234109454300,2024-07-26,6.73,2024-06-14,False
2024-07-08,1519,華城,905.0,5461204.0,49.42,894.08,800.34,693.73,gap,2024-06-17,15,0.819,A,285872124000,2024-07-26,6.08,2024-06-14,False
2024-07-08,2540,愛山林,191.5,1927001.0,3.69,185.78,160.8,137.99,gap,2024-06-17,15,0.85,A,180943390150,2024-08-06,16.45,2024-06-14,False
2024-07-08,2834,臺企銀,19.2,29266200.0,5.62,18.02,17.04,16.13,gap,2024-06-17,15,0.871,A,186586786560,,-1.04,2024-06-14,False
2024-07-08,2308,台達電,402.0,20071115.0,80.69,377.36,351.99,336.4,gap,2024-06-14,16,0.86,A,1044212406600,2024-08-05,7.96,2024-06-18,False
2024-07-08,2330,台積電,1035.0,45678332.0,472.77,964.08,888.12,811.22,gap,2024-06-14,16,0.867,A,26840162857500,2024-07-26,4.35,2024-05-31,False
2024-07-08,2383,台光電,501.0,4203054.0,21.06,478.12,456.37,439.63,gap,2024-06-14,16,0.88,A,179518871100,2024-07-18,1.6,2024-06-24,False
2024-07-09,2449,京元電子,131.5,86304381.0,113.49,114.98,103.75,97.4,surge,2024-07-08,1,0.84,A,160790980650,2024-07-22,2.66,2024-06-12,False
2024-07-09,2317,鴻海,225.5,140667212.0,317.2,207.07,183.07,160.78,surge,2024-06-20,13,0.853,A,3157767421600,2024-07-22,0.0,2024-05-20,False
2024-07-09,2382,廣達,336.0,68464418.0,230.04,306.55,286.58,267.87,surge,2024-06-19,14,0.838,A,1297842806400,2024-07-18,1.49,2024-06-14,False
2024-07-09,1519,華城,948.0,7806996.0,74.01,899.22,805.18,697.93,gap,2024-06-17,16,0.782,A,299454998400,2024-07-26,1.27,2024-06-14,False
2024-07-09,2540,愛山林,190.0,944929.0,1.8,186.18,161.76,138.85,gap,2024-06-17,16,0.831,A,179526079000,2024-08-06,17.37,2024-06-14,False
2024-07-09,2308,台達電,410.0,20885906.0,85.63,380.47,353.89,337.62,gap,2024-06-14,17,0.844,A,1064992753000,2024-08-05,5.85,2024-06-18,False
2024-07-09,2330,台積電,1040.0,54339957.0,565.14,971.31,893.1,815.0,gap,2024-06-14,17,0.869,A,26969825480000,2024-07-26,3.85,2024-05-31,False
2024-07-09,2383,台光電,506.0,3803611.0,19.25,480.77,458.0,440.73,gap,2024-06-14,17,0.874,A,181310476600,2024-07-18,0.59,2024-06-24,False
2024-07-09,2360,致茂,325.5,2111436.0,6.87,314.71,293.18,273.29,gap,2024-06-14,17,0.892,A,138417475350,2024-07-26,5.99,2024-07-03,True
2024-07-10,2449,京元電子,135.0,35741831.0,48.25,116.89,104.77,98.02,surge,2024-07-08,2,0.827,A,165070588500,2024-07-18,-2.96,2024-06-12,False
2024-07-10,2317,鴻海,223.5,72345924.0,161.69,208.63,184.39,161.82,surge,2024-06-20,14,0.869,A,3129760615200,2024-07-22,0.89,2024-05-20,False
2024-07-10,2382,廣達,341.0,36436406.0,124.25,309.83,288.37,269.08,surge,2024-06-19,15,0.829,A,1317155943400,2024-07-18,-2.49,2024-06-14,False
2024-07-10,1519,華城,945.0,6474783.0,61.19,903.58,809.76,702.02,gap,2024-06-17,17,0.767,A,298507356000,2024-07-26,1.59,2024-06-14,False
2024-07-10,2540,愛山林,201.5,1717339.0,3.46,187.64,163.06,139.89,gap,2024-06-17,17,0.752,A,190392131150,2024-08-05,10.67,2024-06-14,False
2024-07-10,2834,臺企銀,18.45,25608432.0,4.72,18.1,17.13,16.2,gap,2024-06-17,17,0.89,A,179298240210,2024-08-08,2.98,2024-06-14,False
2024-07-10,2308,台達電,420.5,17336525.0,72.9,384.28,356.08,338.99,gap,2024-06-14,18,0.829,A,1092266957650,2024-07-22,3.21,2024-06-18,False
2024-07-10,2330,台積電,1045.0,51810372.0,541.42,978.33,898.08,818.8,gap,2024-06-14,18,0.875,A,27099488102500,2024-07-22,3.35,2024-05-31,False
2024-07-10,2383,台光電,509.0,3435711.0,17.49,483.46,459.67,441.85,gap,2024-06-14,18,0.888,A,182385439900,2024-07-18,-1.77,2024-06-24,False
2024-07-10,2360,致茂,325.0,1848061.0,6.01,315.69,294.22,274.14,gap,2024-06-14,18,0.886,A,138204852500,2024-07-26,6.15,2024-07-03,False
2024-07-11,2449,京元電子,131.0,28612081.0,37.48,118.23,105.63,98.57,surge,2024-07-08,3,0.863,A,160179608100,2024-07-22,-1.53,2024-06-12,False
2024-07-11,6446,藥華藥,584.0,2178010.0,12.72,541.99,465.35,415.86,surge,2024-06-26,11,0.855,A,221703569600,,21.23,2024-05-09,False
